"borough","document_id","doc_type","doc_amount","doc_date","recorded / filed","properties","borrowers","lenders"
2,"2018022800350001","MTGE",8500000,"2018-02-22 00:00:00","2018-03-02 00:00:00","{""825 EAST 179 STREET , BRONX""}","{""MARMION ASSOCIATES, L.P. C/O ATLANTIC DEVELOPMENT GROUP, LLC 183 MADISON AVENUE,S SUITE 1601 US NEW YORK NY 10016""}","{""SIGNATURE BANK 68 SOUTH SERVICE ROAD  US MELVILLE NY 11747""}"
2,"2018022800350002","AL&R",8500000,"2018-02-22 00:00:00","2018-03-02 00:00:00","{""825 EAST 179 STREET , BRONX""}","{""MARMION ASSOCIATES, L.P. C/O ATLANTIC DEVELOPMENT GROUP, LLC 183 MADISON AVENUE,S SUITE 1601 US NEW YORK NY 10016""}","{""SIGNATURE BANK 68 SOUTH SERVICE ROAD  US MELVILLE NY 11747""}"
2,"2018031600722001","MTGE",8400000,"2018-03-14 00:00:00","2018-03-16 00:00:00","{""1240 WALTON AVENUE , BRONX""}","{""1240 SHEVA REALTY ASSOCIATES LLC C/O LANGSAM PROPERTY SERVICES CORP. 1601 BRONXDALE AVENUE, SUITE 201 US BRONX NY 10462"",""1240 SHEVA REALTY HOUSING DEVELOPMENT FUND CO, INC C/O LANGSAM PROPERTY SERVICES CORP. 1601 BRONXDALE AVENUE, SUITE 201 US BRONX NY 10462""}","{""SIGNATURE BANK 68 SOUTH SERVICE ROAD  US MELVILLE NY 11747""}"
2,"2018031600722002","AL&R",8400000,"2018-03-14 00:00:00","2018-03-16 00:00:00","{""1240 WALTON AVENUE , BRONX""}","{""1240 SHEVA REALTY ASSOCIATES LLC C/O LANGSAM PROPERTY SERVICES CORP. 1601 BRONXDALE AVENUE, SUITE 201 US BRONX NY 10462"",""1240 SHEVA REALTY HOUSING DEVELOPMENT FUND CO, INC C/O LANGSAM PROPERTY SERVICES CORP. 1601 BRONXDALE AVENUE, SUITE 201 US BRONX NY 10462""}","{""SIGNATURE BANK 68 SOUTH SERVICE ROAD  US MELVILLE NY 11747""}"
2,"2018022600068005","AL&R",8325000,"2018-02-14 00:00:00","2018-03-07 00:00:00","{""27 BRUCKNER BOULEVARD , BRONX"",""NAN BRUCKNER BOULEVARD , BRONX""}","{""27 BRUCKNER BLVD, INC. 27 BRUCKNER BOULEVARD  US BRONX NY 10454""}","{""DIME COMMUNITY BANK 300 CADMAN PLAZA WEST, 8TH FLOOR  US BROOKLYN NY 11201""}"
2,"2018022600068004","AGMT",8325000,"2018-02-14 00:00:00","2018-03-07 00:00:00","{""27 BRUCKNER BOULEVARD , BRONX"",""NAN BRUCKNER BOULEVARD , BRONX""}","{""27 BRUCKNER BLVD, INC. 27 BRUCKNER BOULEVARD  US BRONX NY 10454""}","{""DIME COMMUNITY BANK 300 CADMAN PLAZA WEST, 8TH FLOOR  US BROOKLYN NY 11201""}"
2,"2018030100174007","AGMT",8160000,"2018-02-28 00:00:00","2018-03-05 00:00:00","{""2150 CRESTON AVENUE 54, BRONX""}","{""2150 CRESTON AVE. LLC 75 BROADWAY, SUITE 230  US SAN FRANCISCO CA 94111""}","{""INVESTORS BANK 101 JFK PARKWAY  US SHORT HILLS NJ 07078""}"
2,"2018030100174008","AL&R",8160000,"2018-02-28 00:00:00","2018-03-05 00:00:00","{""2150 CRESTON AVENUE 54, BRONX""}","{""2150 CRESTON AVE. LLC 75 BROADWAY, SUITE 230  US SAN FRANCISCO CA 94111""}","{""INVESTORS BANK 101 JFK PARKWAY  US SHORT HILLS NJ 07078""}"
2,"2018030100500006","AL&R",7973950,"2018-02-26 00:00:00","2018-03-13 00:00:00","{""1978 ANTHONY AVENUE , BRONX"",""1984 ANTHONY AVENUE , BRONX"",""1986 ANTHONY AVENUE , BRONX"",""1988 ANTHONY AVENUE , BRONX""}","{""1984 ANTHONY LLC 2068 TENBROECK AVENUE  US BRONX NY 10461""}","{""NORTHEAST COMMUNITY BANK 325 HAMILTON AVENUE  US WHITE PLAINS NY 10601""}"
2,"2018030200164003","AGMT",7878125,"2018-02-12 00:00:00","2018-03-12 00:00:00","{""102-10 ROOSEVELT AVENUE , QUEENS"",""1245 SOUTHERN BOULEVARD , BRONX"",""1588 FULTON STREET , BROOKLYN"",""159 EAST 170 STREET , BRONX"",""168 GREENPOINT AVENUE , BROOKLYN"",""1908 EAST 177 STREET , BRONX"",""2441 JEROME AVENUE , BRONX"",""253 MESEROLE STREET , BROOKLYN"",""254 SCHOLES STREET , BROOKLYN"",""255 MESEROLE STREET , BROOKLYN"",""257 MESEROLE STREET , BROOKLYN"",""258 SCHOLES STREET , BROOKLYN"",""262 SCHOLES STREET , BROOKLYN"",""264 SCHOLES STREET , BROOKLYN"",""3212 3 AVENUE , BRONX"",""4551 3 AVENUE , BRONX"",""94 8 AVENUE , MANHATTAN""}","{""POM REALTY  HOLDINGS INC. 160 OAK STREET  US SYOSSET NY 11791""}","{""THE PAY-O-MATIC CORP. C/O MORRISON COHEN LLP 909 THIRD AVENUE US NEW YORK NY 10022""}"
2,"2018030900355003","AGMT",7650000,"2018-03-07 00:00:00","2018-03-12 00:00:00","{""1501 UNDERCLIFF AVENUE , BRONX"",""NAN UNDERCLIFF AVENUE , BRONX""}","{""1501 UNDERCLIFF ASSOCIATES LLC 1651 CONEY ISLAND AVE 4TH FLOOR US BROOKLYN NY 11230""}","{""NEW YORK COMMUNITY BANK NYCB PLAZA, 102 DUFFY AVENUE 3RD FLOOR US HICKSVILLE NY 11801""}"
2,"2018032000354001","MTGE",7500000,"2018-03-12 00:00:00","2018-03-30 00:00:00","{""152 EAST 179 STREET , BRONX"",""1963 GRAND CONCOURSE , BRONX"",""63-36 99TH STREET 2A, QUEENS"",""63-36 99TH STREET 3C, QUEENS"",""63-36 99TH STREET 3D, QUEENS"",""63-36 99TH STREET 3E, QUEENS"",""63-36 99TH STREET 3F, QUEENS"",""63-36 99TH STREET 3G, QUEENS"",""63-36 99TH STREET 3J, QUEENS"",""63-36 99TH STREET 7C, QUEENS"",""63-36 99TH STREET 8F, QUEENS""}","{""1963 CONCOURSE HOLDINGS LLC 32 FARMSTEAD LANE  US BROOKVILLE NY 11545"",""TUHSUR DEVELOPMENT LLC 32 FARMSTEAD LANE  US BROOKVILLE NY 11545""}","{""63-36 99TH STREET 1 LLC 825 THIRD AVENUE 37TH FLOOR  US NEW YORK NY 10022""}"
2,"2018030400014015","MTGE",7480771,"2018-02-23 00:00:00","2018-03-08 00:00:00","{""1734 TOWNSEND AVENUE , BRONX"",""1735 TOWNSEND AVENUE , BRONX"",""1789 DAVIDSON AVENUE , BRONX"",""1800 DAVIDSON AVENUE , BRONX"",""1815 DAVIDSON AVENUE , BRONX"",""1821 DAVIDSON AVENUE , BRONX"",""1822 DAVIDSON AVENUE , BRONX"",""1985 CRESTON AVENUE , BRONX"",""1995 CRESTON AVENUE , BRONX"",""2038 MORRIS AVENUE , BRONX"",""2042 MORRIS AVENUE , BRONX"",""2474 MARION AVENUE , BRONX"",""264 ECHO PLACE , BRONX""}","{""MOUNT HOPE PRESERVATION APARTMENTS 1A HDFC, INC. C/O MOUNT HOPE HOUSING COMPANY, INC. 2003 WALTON AVENUE US BRONX NY 10453"",""MOUNT HOPE PRESERVATION APARTMENTS LLC C/O NOTIAS DEVELOPMENT LLC 29-10 120TH STREET US FLUSHING NY 11354""}","{""NEW YORK CITY HOUSING DEVELOPMENT CORPORATION 110 WILLIAM STREET, 10TH FLOOR  US NEW YORK NY 10038""}"
2,"2018030600289006","AGMT",7360000,"2018-02-27 00:00:00","2018-03-09 00:00:00","{""1422 NELSON AVENUE , BRONX""}","{""1422 NELSON LLC PO BOX 243  US BROOKLYN NY 11204""}","{""BANK OF NEW JERSEY 750 EAST PALISADE AVENUE  US ENGLEWOOD CLIFFS NJ 07632""}"
2,"2018030600289007","AL&R",7360000,"2018-02-27 00:00:00","2018-03-09 00:00:00","{""1422 NELSON AVENUE , BRONX""}","{""1422 NELSON LLC PO BOX 243  US BROOKLYN NY 11204""}","{""BANK OF NEW JERSEY 750 EAST PALISADE AVENUE  US ENGLEWOOD CLIFFS NJ 07632""}"
2,"2018030100758006","AL&R",7250000,"2018-02-28 00:00:00","2018-03-02 00:00:00","{""114 EAST 168 STREET , BRONX""}","{""114 E. 168TH ST. LLC 75 BROADWAY, SUITE 230  US SAN FRANCISCO CA 94111""}","{""INVESTORS BANK 101 JFK PARKWAY  US SHORT HILLS NJ 07078""}"
2,"2018030100758005","AGMT",7250000,"2018-02-28 00:00:00","2018-03-02 00:00:00","{""114 EAST 168 STREET , BRONX""}","{""114 E. 168TH ST. LLC 75 BROADWAY, SUITE 230  US SAN FRANCISCO CA 94111""}","{""INVESTORS BANK 101 JFK PARKWAY  US SHORT HILLS NJ 07078""}"
3,"2018030100055005","AL&R",198337912.11,"2018-02-27 00:00:00","2018-03-05 00:00:00","{""350 JAY STREET OFF1, BROOKLYN""}","{""BROOKLYN RENAISSANCE FUNDING COMPANY LLC C/O MUSS DEVELOPMENT LLC 118-35 QUEENS BLVD US FOREST HILLS NY 11375""}","{""WILMINGTON TRUST, NATIONAL ASSOCIATION 25 S. CHARLES STREET 11TH FLOOR US BALTIMORE MD 21201""}"
3,"2018030100055004","MTGE",198337912.11,"2018-02-27 00:00:00","2018-03-05 00:00:00","{""350 JAY STREET OFF1, BROOKLYN""}","{""BROOKLYN RENAISSANCE FUNDING COMPANY LLC C/O MUSS DEVELOPMENT LLC 118-35 QUEENS BLVD US FOREST HILLS NY 11375""}","{""WILMINGTON TRUST, NATIONAL ASSOCIATION 25 S. CHARLES STREET 11TH FLOOR US BALTIMORE MD 21201""}"
3,"2018030500713017","AGMT",168882404,"2018-02-22 00:00:00","2018-03-14 00:00:00","{""54 NOLL STREET , BROOKLYN""}","{""EVERGREEN GARDENS II LLC 199 LEE AVENUE, #693  US BROOKLYN NY 11211""}","{""MISHMERET TRUST COMPANY, LTD. C/O JEFFREY ZWICK & ASSOCIATES, P.C. 266 BROADWAY, SUITE 403 US BROOKLYN NY 11211""}"
3,"2018030500713018","AL&R",168882404,"2018-02-22 00:00:00","2018-03-14 00:00:00","{""54 NOLL STREET , BROOKLYN""}","{""EVERGREEN GARDENS II LLC 199 LEE AVENUE, #693  US BROOKLYN NY 11211""}","{""MISHMERET TRUST COMPANY, LTD. C/O JEFFREY ZWICK & ASSOCIATES, P.C. 266 BROADWAY, SUITE 403 US BROOKLYN NY 11211""}"
3,"2018030500713005","AGMT",141625335.63,"2018-02-22 00:00:00","2018-03-14 00:00:00","{""123 MELROSE STREET , BROOKLYN"",""54 NOLL STREET , BROOKLYN""}","{""EVERGREEN GARDENS II LLC 199 LEE AVENUE, SUITE 693  US BROOKLYN NY 11211"",""EVERGREEN GARDENS I LLC 199 LEE AVENUE, SUITE 693  US BROOKLYN NY 11211""}","{""123 MELROSE STREET 1 LLC 825 THIRD AVENUE 37TH FLOOR US NEW YORK NY 10022"",""BANK OF THE OZARKS 8201 PRESTON ROAD, SUITE 700  US DALLAS TX 75225""}"
3,"2018030500713001","AGMT",95000000,"2018-02-22 00:00:00","2018-03-14 00:00:00","{""123 MELROSE STREET , BROOKLYN"",""54 NOLL STREET , BROOKLYN""}","{""EVERGREEN GARDENS II LLC 199 LEE AVENUE, SUITE 693  US BROOKLYN NY 11211"",""EVERGREEN GARDENS I LLC 199 LEE AVENUE, SUITE 693  US BROOKLYN NY 11211""}","{""123 MELROSE STREET I LLC 825 THIRD AVENUE, 37TH FLOOR  US NEW YORK NY 10022"",""BANK OF THE OZARKS 8201 PRESTON ROAD SUITE 700 US DALLAS TX 75225""}"
3,"2018030900623009","AL&R",90000000,"2018-02-27 00:00:00","2018-03-15 00:00:00","{""14 53RD STREET , BROOKLYN""}","{""14 53RD STREET OWNER LLC C/O MADISON REALTY CAPITAL 825 THIRD AVENUE, 37TH FLOOR US NEW YORK NY 10022""}","{""TPG RE FINANCE 2, LTD. C/O TPG RE FINANCE TRUST, INC. 888 SEVENTH AVENUE, 35TH FLOOR US NEW YORK NY 10106""}"
3,"2018030500713003","MTGE",82709429.19,"2018-02-22 00:00:00","2018-03-14 00:00:00","{""54 NOLL STREET , BROOKLYN""}","{""EVERGREEN GARDENS II LLC 199 LEE AVENUE, SUITE 693  US BROOKLYN NY 11211""}","{""123 MELROSE STREET 1 LLC 825 THIRD AVENUE, 37TH FLOOR  US NEW YORK NY 10022""}"
3,"2018031600460003","AGMT",64000000,"2018-03-09 00:00:00","2018-03-19 00:00:00","{""1 PROSPECT PARK WEST , BROOKLYN""}","{""ONE PPW OWNER, LLC C/O 256 WEST 116TH STREET  US NEW YORK NY 10026""}","{""CMTG LENDER 11 LLC C/O 60 COLUMBUS CIRCLE  US NEW YORK NY 10023""}"
3,"2018030900623006","AGMT",59430693.17,"2018-02-27 00:00:00","2018-03-15 00:00:00","{""14 53RD STREET , BROOKLYN""}","{""14 53RD STREET OWNER LLC C/O MADISON REALTY CAPITAL 825 THIRD AVENUE, 37TH FLOOR US NEW YORK NY 10022""}","{""TPG RE FINANCE 2, LTD. C/O TPG RE FINANCE TRUST, INC. 888 SEVENTH AVENUE, 35TH FLOOR US NEW YORK NY 10106""}"
3,"2018022800273005","MTGE",51175000,"2018-02-26 00:00:00","2018-03-06 00:00:00","{""1300 FLUSHING AVENUE , BROOKLYN""}","{""1300 FLUSHING OWNER LLC ONE POST OFFICE SQUARE, SUITE 3150  US BOSTON MA 02109""}","{""LOANCORE CAPITAL CREDIT REIT LLC C/O LOANCORE CAPITAL, 55 RAILROAD AVENUE, STE 100  US GREENWICH CT 06830""}"
3,"2018022800273006","AL&R",51175000,"2018-02-26 00:00:00","2018-03-06 00:00:00","{""1300 FLUSHING AVENUE , BROOKLYN""}","{""1300 FLUSHING OWNER LLC ONE POST OFFICE SQUARE, SUITE 3150  US BOSTON MA 02109""}","{""LOANCORE CAPITAL CREDIT REIT LLC C/O LOANCORE CAPITAL, 55 RAILROAD AVENUE, STE 100  US GREENWICH CT 06830""}"
3,"2018030500713016","MTGE",50444444,"2018-02-22 00:00:00","2018-03-14 00:00:00","{""54 NOLL STREET , BROOKLYN""}","{""EVERGREEN GARDENS II LLC 199 LEE AVENUE, #693  US BROOKLYN NY 11211""}","{""MISHMERET TRUST COMPANY, LTD. C/O JEFFREY ZWICK & ASSOCIATES, P.C. 266 BROADWAY, SUITE 403 US BROOKLYN NY 11211""}"
3,"2018022800064002","AL&R",49500000,"2018-02-26 00:00:00","2018-03-01 00:00:00","{""670 PACIFIC STREET , BROOKLYN""}","{""RED APPLE 670 PACIFIC STREET, LLC C/O RED APPLE GROUP 800 3RD AVENUE US NEW YORK NY 10022""}","{""MANUFACTURERS AND TRADERS TRUST COMPANY C/O M&T BANK 350 PARK AVENUE US NEW YORK NY 10022""}"
3,"2018022800064001","MTGE",49500000,"2018-02-26 00:00:00","2018-03-01 00:00:00","{""670 PACIFIC STREET , BROOKLYN""}","{""RED APPLE 670 PACIFIC STREET, LLC C/O RED APPLE GROUP 800 3RD AVENUE US NEW YORK NY 10022""}","{""MANUFACTURERS AND TRADERS TRUST COMPANY C/O M&T BANK 350 PARK AVENUE US NEW YORK NY 10022""}"
3,"2018030601439007","AL&R",44700000,"2018-02-28 00:00:00","2018-03-22 00:00:00","{""921 WASHINGTON AVE , BROOKLYN"",""941 WASHINGTON AVENUE , BROOKLYN""}","{""921 WASHINGTON AVENUE LLC 33 EAST 33RD STREET, SUITE 901  US NEW YORK NY 10010"",""941 WASHINGTON AVENUE LLC 33 EAST 33RD STREET, SUITE 901  US NEW YORK NY 10010""}","{""VALLEY NATIONAL BANK 1455 VALLEY ROAD  US WAYNE NJ 07470""}"
3,"2018030601439006","AGMT",44700000,"2018-02-28 00:00:00","2018-03-22 00:00:00","{""921 WASHINGTON AVE , BROOKLYN"",""941 WASHINGTON AVENUE , BROOKLYN""}","{""921 WASHINGTON AVENUE LLC 33 EAST 33RD STREET, SUITE 901  US NEW YORK NY 10010"",""941 WASHINGTON AVENUE LLC 33 EAST 33RD STREET, SUITE 901  US NEW YORK NY 10010""}","{""VALLEY NATIONAL BANK 1455 VALLEY ROAD  US WAYNE NJ 07470""}"
3,"2018022200957007","AL&R",38000000,"2018-02-21 00:00:00","2018-03-01 00:00:00","{""45 WOODRUFF AVENUE , BROOKLYN""}","{""CLIPPER 125 PARKSIDE LLC C/O CLIPPER EQUITY LLC 4611 12TH AVENUE US BROOKLYN NY 11219"",""JCMC 125 PARKSIDE LLC C/O CHETRIT GROUP LLC 512 SEVENTH AVENUE, 16TH FLOOR US NEW YORK NY 10018""}","{""TD BANK, N.A. 324 SOUTH SERVICE ROAD  US MELVILLE NY 11747""}"
3,"2018022200957006","AGMT",38000000,"2018-02-21 00:00:00","2018-03-01 00:00:00","{""45 WOODRUFF AVENUE , BROOKLYN""}","{""CLIPPER 125 PARKSIDE LLC C/O CLIPPER EQUITY LLC 4611 12TH AVENUE US BROOKLYN NY 11219"",""JCMC 125 PARKSIDE LLC C/O CHETRIT GROUP LLC 512 SEVENTH AVENUE, 16TH FLOOR US NEW YORK NY 10018""}","{""TD BANK, N.A. 324 SOUTH SERVICE ROAD  US MELVILLE NY 11747""}"
3,"2018031500878003","AGMT",36920000,"2018-03-13 00:00:00","2018-03-16 00:00:00","{""100 SOUTH 4TH STREET , BROOKLYN""}","{""RLBK PROPERTY LLC 130 EAST 59TH STREET, SUITE 1300  US NEW YORK NY 10022""}","{""HEITMAN CREDIT ACQUISITION VII, LLC C/O HEITMAN CAPITAL MANAGEMENT 191 NORTH WACKER DRIVE, SUITE 2500 US CHICAGO IL 60606""}"
3,"2018031500878004","AL&R",36920000,"2018-03-13 00:00:00","2018-03-16 00:00:00","{""100 SOUTH 4TH STREET , BROOKLYN""}","{""RLBK PROPERTY LLC 130 EAST 59TH STREET, SUITE 1300  US NEW YORK NY 10022""}","{""HEITMAN CREDIT ACQUISITION VII, LLC C/O HEITMAN CAPITAL MANAGEMENT 191 NORTH WACKER DRIVE, SUITE 2500 US CHICAGO IL 60606""}"
3,"2018032700071001","AGMT",35000000,"2018-02-01 00:00:00","2018-03-29 00:00:00","{""99 GOLD STREET , BROOKLYN""}","{""99 GOLD PROPERTY LLC 12 HALL STREET   SUITE 200  US BROOKLYN NY 11205""}","{""SIGNATURE BANK 68 SOUTH SERVICE ROAD  US MELVILLE NY 11747""}"
3,"2018030500713007","MTGE",34412731.45,"2018-02-22 00:00:00","2018-03-14 00:00:00","{""54 NOLL STREET , BROOKLYN""}","{""EVERGREEN GARDENS II LLC 199 LEE AVENUE SUITE 693 US BROOKLYN NY 11211""}","{""123 MELROSE STREET 1 LLC 825 THIRD AVENUE 37TH FLOOR US NEW YORK NY 10022""}"
3,"2018030601439005","MTGE",31490000,"2018-02-28 00:00:00","2018-03-22 00:00:00","{""921 WASHINGTON AVE , BROOKLYN"",""941 WASHINGTON AVENUE , BROOKLYN""}","{""921 WASHINGTON AVENUE LLC 33 EAST 33RD STREET, SUITE 901  US NEW YORK NY 10010"",""941 WASHINGTON AVENUE LLC 33 EAST 33RD STREET, SUITE 901  US NEW YORK NY 10010""}","{""VALLEY NATIONAL BANK 1455 VALLEY ROAD  US WAYNE NJ 07470""}"
