"document_id","doc_type","bbl","full_address","unit","borough","property_type","recorded / filed","doc_amount"
"2018030101286001","DEED",4002681127,"27-21 44TH DRIVE","P6","QUEENS","PARKING SPACE","2018-03-02 00:00:00",1792120
"2018031300002001","DEED",4002681075,"27-21 44TH DRIVE","1501","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-15 00:00:00",1680000
"2018030900700001","DEED",4005990040,"36-22 31ST STREET","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-12 00:00:00",1650000
"2018031201003001","DEED",4045090056,"150-53 6TH AVENUE","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-13 00:00:00",1578288
"2018032200420001","DEED",4162700086,"270 BEACH 137TH STREET","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-23 00:00:00",1575000
"2018032301080001","DEED",4050662205,"131-03 40TH ROAD","20G","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-26 00:00:00",1558673.97
"2018032600939001","DEED",4048450035,"154-60 24TH AVENUE","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-27 00:00:00",1550000
"2018032900461001","DEED",4082170160,"248-50 THEBES AVE","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-30 00:00:00",1496827.5
"2018032200312001","DEED",4050663245,"131-01 40TH ROAD","PH1T","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-23 00:00:00",1484850.84
"2018022800321003","DEED",4000341201,"5-19 BORDEN AVENUE","1A","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-02 00:00:00",1435000
"2018031300878001","DEED",4069420026,"70-12 170TH STREET","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-14 00:00:00",1400000
"2018031401204001","DEED",4072360033,"176-16 KILDARE ROAD","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-15 00:00:00",1400000
"2018032700159001","DEED",4000541005,"11-30 45TH ROAD","2D","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-27 00:00:00",1389911.25
"2018032200555001","DEED",4050663243,"131-01 40TH ROAD","PH1Q","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-23 00:00:00",1377934.59
"2018030800982001","DEED",4050663169,"131-01 40TH ROAD","19C","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-12 00:00:00",1375388.97
"2018031600137001","DEED",4099530060,"84-53 AVON STREET","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-26 00:00:00",1360000
"2018032300190002","DEED",4000541020,"11-30 45TH ROAD","5D","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-23 00:00:00",1354272.5
"2018030500239001","DEED",4050663142,"131-01 40TH ROAD","17Q","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-26 00:00:00",1340768.47
"2018022801437001","DEED",4050663178,"131-01 40TH ROAD","19Q","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-01 00:00:00",1339241.09
"2018032000760001","DEED",4000541015,"11-30 45TH ROAD","4D","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-21 00:00:00",1333907.5
"2018032801150001","DEED",4074030024,"217-38 53RD AVENUE","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-30 00:00:00",1320000
"2018030100956003","DEED",4050663100,"131-01 40TH ROAD","15M","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-02 00:00:00",1306147.97
"2018031401281001","DEED",4032571059,"107-24 71ST ROAD","PH1C","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-15 00:00:00",1300000
"2018032000939001","DEED",4000621003,"11-02 49TH AVENUE","2A","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-22 00:00:00",1290000
"2018032000939001","DEED",4000621126,"11-02 49TH AVENUE","R2","QUEENS","RESIDENTIAL VACANT LAND","2018-03-22 00:00:00",1290000
"2018022701336001","DEED",4050663061,"131-01 40TH ROAD","11N","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-01 00:00:00",1286292.09
"2018030200659001","DEED",4048810003,"23-11 160TH STREET","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-06 00:00:00",1280000
"2018030100999001","DEED",4049130031,"32-39 165TH STREET","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-02 00:00:00",1260000
"2018030200048001","DEED",4072590031,"186-31 TROON ROAD","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-08 00:00:00",1250000
"2018032900015001","DEED",4082430310,"251-51 52ND AVENUE","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-29 00:00:00",1250000
"2018030900270001","DEED",4069460020,"70-10 172ND STREET","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-12 00:00:00",1241223.75
"2018030600458001","DEED",4000821189,"27-28 THOMSON AVE","542","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-08 00:00:00",1237500
"2018030501368001","DEED",4062000001,"38-35 204TH STREET","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-15 00:00:00",1230000
"2018032200262001","DEED",4050662190,"131-03 40TH ROAD","19K","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-23 00:00:00",1209923.34
"2018032300746001","DEED",4057540001,"169-05 21 AVE.","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-30 00:00:00",1200000
"2018032700673002","DEED",4081361002,"41-39 LITTLE NECK PKWY","2","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-27 00:00:00",1200000
"2018031500804001","DEED",4041070015,"14-22 140TH STREET","","QUEENS","GARAGE, 1 OR 2 FAMILY ONLY","2018-03-19 00:00:00",1190000
"2018031500804001","DEED",4041070018,"14-24 140TH STREET","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-19 00:00:00",1190000
"2018031600806003","DEED",4044400059,"11 NORTH DRIVE","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-20 00:00:00",1145000
"2018031600086001","DEED",4083420038,"57-23 253RD STREET","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-26 00:00:00",1140000
"2018031400156001","DEED",4039780031,"9-24 129TH STREET","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-15 00:00:00",1130000
"2018032801410001","DEED",4021130057,"99-39 64 ROAD","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-29 00:00:00",1130000
"2018030900477001","DEED",4049781428,"138-35 39TH AVENUE","RS7B","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-12 00:00:00",1115000
"2018032701099001","DEED",4074440001,"56-01 215TH STREET","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-29 00:00:00",1110000
"2018030600462001","DEED",4031900057,"67-109 DARTMOUTH STREET","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-08 00:00:00",1108000
"2018032200692001","BOTH RPTT AND RETT",5031910061,"1160 RICHMOND ROAD","7K","STATEN ISLAND","SINGLE RESIDENTIAL COOP UNIT","2018-03-28 00:00:00",262000
"2018030500370001","BOTH RPTT AND RETT",5029860012,"412 MARYLAND AVENUE","1C","STATEN ISLAND","SINGLE RESIDENTIAL COOP UNIT","2018-03-14 00:00:00",255000
"2018031900248001","BOTH RPTT AND RETT",5000100019,"36 HAMILTON AVENUE","5P","STATEN ISLAND","SINGLE RESIDENTIAL COOP UNIT","2018-03-22 00:00:00",245000
"2018030801436001","BOTH RPTT AND RETT",5000030001,"350 RICHMOND TERRACE","2E","STATEN ISLAND","SINGLE RESIDENTIAL COOP UNIT","2018-03-09 00:00:00",240000
"2018030700227001","BOTH RPTT AND RETT",5029860012,"420 MARYLAND AVENUE","1A","STATEN ISLAND","SINGLE RESIDENTIAL COOP UNIT","2018-03-14 00:00:00",227000
"2018030800463001","BOTH RPTT AND RETT",5046400022,"3747 AMBOY ROAD","9A","STATEN ISLAND","SINGLE RESIDENTIAL COOP UNIT","2018-03-16 00:00:00",225000
"2018031200152001","BOTH RPTT AND RETT",5035460001,"49 VERA STREET","C","STATEN ISLAND","SINGLE RESIDENTIAL COOP UNIT","2018-03-12 00:00:00",159900
"2018032000981001","BOTH RPTT AND RETT",5028330031,"20 CLIFF ST","2L","STATEN ISLAND","SINGLE RESIDENTIAL COOP UNIT","2018-03-22 00:00:00",150000
"2018031500388001","BOTH RPTT AND RETT",5029250463,"330 SKYLINE DRIVE","G","STATEN ISLAND","SINGLE RESIDENTIAL COOP UNIT","2018-03-20 00:00:00",116500
