"document_id","doc_type","bbl","full_address","unit","borough","property_type","recorded / filed","doc_amount"
"2018031200379001","DEED",2040490016,"1832 VICTOR STREET","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-15 00:00:00",495000
"2018032300550002","DEED",2044870025,"2552 WESTERVELT AVENUE","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-26 00:00:00",492000
"2018032600490001","DEED",2054970037,"236 THROGS NECK BLVD","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-28 00:00:00",488000
"2018030101112001","BOTH RPTT AND RETT",2059060331,"3720 INDEPENDENCE AVENUE","2E","BRONX","SINGLE RESIDENTIAL COOP UNIT","2018-03-19 00:00:00",480000
"2018032700314001","DEED",2055360025,"1013 BRINSMADE AVENUE","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-30 00:00:00",479000
"2018030200817001","DEED",2033750134,"248 EAST 235 STREET","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-02 00:00:00",475000
"2018030600225001","DEED",2048740053,"1022 EAST 228 STREET","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-06 00:00:00",473000
"2018030901089001","BOTH RPTT AND RETT",2057880119,"3215 NETHERLAND AVENUE","3H","BRONX","SINGLE RESIDENTIAL COOP UNIT","2018-03-12 00:00:00",465500
"2018032100246001","DEED",2050440041,"738 EAST 237 STREET","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-27 00:00:00",460000
"2018032100553001","DEED",2034690002,"1802 PATTERSON AVE.","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-23 00:00:00",450000
"2018022001050001","DEED",2056280001,"4D CARROLL STREET","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-02 00:00:00",440000
"2018022700964001","DEED",2058851239,"6134 LIEBIG AVENUE","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-01 00:00:00",440000
"2018022200235001","DEED",2032280052,"171 WEST 179TH STREET","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-08 00:00:00",437500
"2018030800323002","DEED",2024220013,"282 EAST 163 STREET","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-09 00:00:00",435000
"2018031900531001","DEED",2047510056,"3332 GUNTHER AVENUE","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-19 00:00:00",435000
"2018030600230001","DEED",2053830057,"2829 MAITLAND AVENUE","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-08 00:00:00",427000
"2018030600321001","DEED",2036110052,"2138 VIRGIL PLACE","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-08 00:00:00",427000
"2018030100739002","DEED",2054000032,"1604 MERRY AVENUE","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-06 00:00:00",425000
"2018030801219001","DEED",2055930061,"254 BRINSMADE AVENUE","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-09 00:00:00",423000
"2018032101014002","DEED",2038770058,"1331 TAYLOR AVE.","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-22 00:00:00",423000
"2018032800766001","BOTH RPTT AND RETT",2057450001,"2621 PALISADE AVENUE","17H","BRONX","SINGLE RESIDENTIAL COOP UNIT","2018-03-29 00:00:00",415000
"2018030900697001","DEED",2046500036,"3768 OLINVILLE AVE","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-12 00:00:00",413137.26
"2018022700997001","DEED",2058851240,"6136 LIEBIG AVENUE","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-01 00:00:00",410000
"2018031700006001","DEED",2035270006,"1907 LACOMBE AVENUE","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-20 00:00:00",410000
"2018012800007001","DEED",2046870003,"951 EAST 216TH STREET","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-08 00:00:00",400000
"2018030800797001","DEED",2024760108,"956 GERARD AVENUE","","BRONX","DWELLING ONLY - 1 FAMILY","2018-03-09 00:00:00",400000
"2018031400688001","BOTH RPTT AND RETT",2058000001,"3616 HENRY HUDSON PARKWAY","4GS","BRONX","SINGLE RESIDENTIAL COOP UNIT","2018-03-15 00:00:00",395000
"2018013000774001","BOTH RPTT AND RETT",2059530240,"5900 ARLINGTON AVENUE","16H","BRONX","SINGLE RESIDENTIAL COOP UNIT","2018-03-07 00:00:00",392000
"2018030601116001","DEED",2034321660,"315 SURF DRIVE","","BRONX","SINGLE RESIDENTIAL CONDO UNIT","2018-03-07 00:00:00",386000
"2018030500337002","DEED",3071570044,"2292 OCEAN PARKWAY","","BROOKLYN","DWELLING ONLY - 1 FAMILY","2018-03-07 00:00:00",7500000
"2018030700430001","DEED",3001991107,"130 FURMAN STREET","S-405","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-28 00:00:00",6011086.14
"2018032300114001","DEED",3009441401,"137 5 AVENUE","C1","BROOKLYN","COMMERCIAL CONDO UNIT(S)","2018-03-28 00:00:00",5475000
"2018032300114001","DEED",3009441402,"137 5 AVENUE","1","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-28 00:00:00",5475000
"2018032300114001","DEED",3009441403,"137 5 AVENUE","2","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-28 00:00:00",5475000
"2018032300114001","DEED",3009441404,"137 5 AVENUE","3","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-28 00:00:00",5475000
"2018032300114001","DEED",3009441405,"137 5 AVENUE","4","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-28 00:00:00",5475000
"2018032300114001","DEED",3009441406,"137 5 AVENUE","P","BROOKLYN","PARKING SPACE","2018-03-28 00:00:00",5475000
"2018030600064002","DEED",3001991082,"90 FURMAN STREET","N1012","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-12 00:00:00",4993350
"2018022701004001","DEED",3002341215,"167 COLUMBIA HEIGHTS","5B","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-05 00:00:00",4725000
"2018032301140001","DEED",3002341227,"167 COLUMBIA HEIGHTS","9A","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-29 00:00:00",4585375
"2018032000133002","DEED",3002341223,"167 COLUMBIA HEIGHTS","7C","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-20 00:00:00",4060976.25
"2018032000528001","DEED",3010770051,"619 2ND STREET","","BROOKLYN","DWELLING ONLY - 1 FAMILY","2018-03-22 00:00:00",3950000
"2018030200720001","DEED",3011291183,"550 VANDERBILT AVENUE","819","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-13 00:00:00",3900000
"2018032100562001","DEED",3023481215,"184 KENT AVENUE","B703","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-23 00:00:00",3400136.01
"2018031600157001","DEED",3009371340,"613 BALTIC STREET","9C","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-16 00:00:00",3113503.75
"2018031400810001","DEED",3087510474,"137 HASTINGS STREET","","BROOKLYN","DWELLING ONLY - 1 FAMILY","2018-03-15 00:00:00",3060000
"2018030700303004","DEED",3071320038,"2170 OCEAN PARKWAY","","BROOKLYN","DWELLING ONLY - 1 FAMILY","2018-03-13 00:00:00",3000000
"2018032100060001","DEED",3024061309,"170 SOUTH 1ST STREET","5A","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-22 00:00:00",2875000
"2018020900459001","DEED",3005560117,"115 KING STREET","","BROOKLYN","DWELLING ONLY - 1 FAMILY","2018-03-27 00:00:00",2815914.24
"2018031200054003","DEED",3009641445,"251 1 STREET","PH11B","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-28 00:00:00",2800187.5
"2018012400587004","DEED",3000361020,"30 MAIN STREET","4B","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-02 00:00:00",2750000
"2018030900428002","DEED",3019030034,"192 WASHINGTON AVENUE","","BROOKLYN","DWELLING ONLY - 1 FAMILY","2018-03-13 00:00:00",2750000
"2018021501176001","DEED",3009510032,"142 LINCOLN PLACE","","BROOKLYN","DWELLING ONLY - 1 FAMILY","2018-03-02 00:00:00",2725000
"2018030100415001","DEED",3021351954,"429 KENT AVENUE","D715","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-09 00:00:00",2660000
"2018030800794001","DEED",3002341211,"167 COLUMBIA HEIGHTS","4B","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-13 00:00:00",2650000
"2018022601129001","DEED",3021351859,"429 KENT AVENUE","D323","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-01 00:00:00",2632176.25
"2018031600495001","BOTH RPTT AND RETT",3010750065,"529 1ST STREET","1","BROOKLYN","SINGLE RESIDENTIAL COOP UNIT","2018-03-21 00:00:00",2600000
"2018030900227002","DEED",3011521624,"280 ST MARKS AVENUE","4F","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-12 00:00:00",2596537.5
"2018032200308001","DEED",3056300034,"1468 47TH STREET","","BROOKLYN","DWELLING ONLY - 1 FAMILY","2018-03-26 00:00:00",2450000
"2018031500505001","DEED",3023391107,"282 NORTH 6TH STREET","2821B","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-19 00:00:00",2425000
"2018031401262001","DEED",3001521108,"388 BRIDGE STREET","PH45A","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-20 00:00:00",2350000
"2018030600994002","DEED",3003761002,"546 CLINTON STREET","2","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-26 00:00:00",2341975
"2018030801414001","BOTH RPTT AND RETT",3010680037,"9 PROSPECT PARK WEST","3A","BROOKLYN","SINGLE RESIDENTIAL COOP UNIT","2018-03-19 00:00:00",2275000
"2018031900088001","BOTH RPTT AND RETT",3011790047,"135 EASTERN PARKWAY","14B","BROOKLYN","SINGLE RESIDENTIAL COOP UNIT","2018-03-26 00:00:00",2275000
"2018032001009001","DEED",3010671102,"781 CARROLL STREET","2","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-26 00:00:00",2175000
"2018030800979003","DEED",3020041108,"171 SOUTH PORTLAND AVENUE","4A","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-22 00:00:00",2150000
"2018031400660003","DEED",3011291235,"550 VANDERBILT AVENUE","1309","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-15 00:00:00",2150000
"2018031301166001","DEED",3023141105,"258 NORTH 9TH STREET","5","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-15 00:00:00",2100000
"2018030100102001","BOTH RPTT AND RETT",3011790047,"135 EASTERN PARKWAY","15K","BROOKLYN","SINGLE RESIDENTIAL COOP UNIT","2018-03-09 00:00:00",2045000
"2018031500877002","DEED",3020111103,"500 WAVERLY AVENUE","2A","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-16 00:00:00",2031408.75
"2018022200959001","DEED",3009391109,"145 PARK PLACE","2C","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-15 00:00:00",2000000
"2018031400474001","DEED",3019691310,"8 DOWNING STREET","TH2","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-28 00:00:00",2000000
"2018030900444002","DEED",3000351007,"4 WATER STREET","3C","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-27 00:00:00",1990000
"2018022800910004","DEED",3000361019,"30 MAIN STREET","4A","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-02 00:00:00",1970000
"2018022700881001","DEED",3011291175,"550 VANDERBILT AVENUE","808","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-13 00:00:00",1950000
"2018032601292003","DEED",3011281123,"700 PACIFIC STREET","809","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-30 00:00:00",1910000
"2018032200433006","DEED",3001671067,"319 SCHERMERHORN STREET","16B","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-30 00:00:00",1898355.86
"2018031900976001","DEED",3023481111,"184 KENT AVENUE","A512","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-29 00:00:00",1875000
"2018032100510001","DEED",3023481213,"184 KENT AVENUE","B701","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-27 00:00:00",1830976.52
"2018022300749002","DEED",3066150018,"1536 EAST 9TH STREET","","BROOKLYN","DWELLING ONLY - 1 FAMILY","2018-03-02 00:00:00",1800000
"2018030601072002","DEED",3000361219,"57 FRONT STREET","406","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-09 00:00:00",1775000
"2018032000050001","DEED",3018381102,"222 HANCOCK STREET","2","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-23 00:00:00",1740803.13
"2018030200338001","DEED",3023391103,"278 NORTH 6TH STREET","2782A","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-06 00:00:00",1730006.75
"2018030700629001","DEED",3020041107,"171 SOUTH PORTLAND AVE","3B","BROOKLYN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-09 00:00:00",1718806
"2018031400699001","DEED",1013830060,"16 EAST 69TH STREET","","MANHATTAN","DWELLING ONLY - 1 FAMILY","2018-03-15 00:00:00",39000000
"2018022600763001","BOTH RPTT AND RETT",1014920069,"995 FIFTH AVENUE","15","MANHATTAN","SINGLE RESIDENTIAL COOP UNIT","2018-03-14 00:00:00",35000000
"2018030500702001","DEED",1012921461,"432 PARK AVENUE","94B","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-12 00:00:00",32422270.28
"2018032300939001","DEED",1006150042,"13 BANK STREET","","MANHATTAN","DWELLING ONLY - 1 FAMILY","2018-03-27 00:00:00",25629826.88
"2018031400926001","DEED",1010101676,"157 WEST 57TH STREET","63A","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-20 00:00:00",23000000
"2018031401040001","DEED",1010101677,"157 WEST 57TH STREET","63B","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-16 00:00:00",21500000
"2018031300730001","DEED",1015511183,"360 EAST 89TH STREET","PH","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-14 00:00:00",20558626.25
"2018031300296001","BOTH RPTT AND RETT",1011230029,"101 CENTRAL PARK WEST","16B","MANHATTAN","SINGLE RESIDENTIAL COOP UNIT","2018-03-14 00:00:00",19200000
"2018030601004001","DEED",1004271612,"215 CHRYSTIE STREET","PH-1","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-08 00:00:00",19000000
"2018030800440001","DEED",1001761139,"56 LEONARD STREET","PH52A","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-08 00:00:00",17300623.59
"2018032300121001","BOTH RPTT AND RETT",1012050034,"320 CENTRAL PARK WEST","22B","MANHATTAN","SINGLE RESIDENTIAL COOP UNIT","2018-03-27 00:00:00",15000000
"2018030601118001","DEED",1005141506,"150 WOOSTER STREET","5","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-07 00:00:00",13899112.5
"2018031301249002","DEED",1004871004,"73 WOOSTER STREET","SU-4","MANHATTAN","STORAGE ROOM","2018-03-19 00:00:00",13500000
"2018031301249002","DEED",1004871013,"73 WOOSTER STREET","4B","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-19 00:00:00",13500000
"2018030600005002","DEED",1014940029,"63 EAST 82ND STREET","","MANHATTAN","DWELLING ONLY - 1 FAMILY","2018-03-07 00:00:00",13250000
"2018031600256001","DEED",1001761115,"56 LEONARD STREET","41W","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-19 00:00:00",12760449.95
"2018031900148002","DEED",1007731112,"213 WEST 23RD STREET","7/8N","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-21 00:00:00",12300000
"2018031400719001","BOTH RPTT AND RETT",1013780070,"825 FIFTH AVENUE","15BC","MANHATTAN","SINGLE RESIDENTIAL COOP UNIT","2018-03-28 00:00:00",12000000
"2018030200691001","BOTH RPTT AND RETT",1014910030,"79 EAST 79TH STREET","7FL","MANHATTAN","SINGLE RESIDENTIAL COOP UNIT","2018-03-02 00:00:00",11500000
"2018032800311001","DEED",1005701209,"12 EAST 13TH STREET","PH","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-28 00:00:00",11500000
"2018021400631001","BOTH RPTT AND RETT",1013810001,"1 EAST 66 STREET","14H","MANHATTAN","MAIDS ROOM","2018-03-06 00:00:00",11250000
"2018021400631001","BOTH RPTT AND RETT",1013810001,"1 EAST 66 STREET","17AB","MANHATTAN","SINGLE RESIDENTIAL COOP UNIT","2018-03-06 00:00:00",11250000
"2018031500286003","DEED",1001891513,"140 FRANKLIN STREET","PH-A","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-15 00:00:00",10750000
"2018030700094001","DEED",1006011181,"37 CLARKSON STREET","TH1","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-07 00:00:00",10691625
"2018031600425001","DEED",1004861222,"57 GREENE STREET","PH A","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-16 00:00:00",10691625
"2018030500878005","DEED",1008261029,"1107 BROADWAY","5E","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-05 00:00:00",10100000
"2018031200907001","BOTH RPTT AND RETT",1002200026,"34 LAIGHT STREET","5S","MANHATTAN","SINGLE RESIDENTIAL COOP UNIT","2018-03-13 00:00:00",10000000
"2018030200436004","DEED",1005311415,"688 BROADWAY","9","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-06 00:00:00",9555000
"2018022700887001","BOTH RPTT AND RETT",1011250025,"1 WEST 72ND STREET","77","MANHATTAN","SINGLE RESIDENTIAL COOP UNIT","2018-03-05 00:00:00",9475000
"2018030800786001","DEED",1005291805,"25 BOND STREET","2E","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-14 00:00:00",9300000
"2018030801135001","DEED",1006190020,"230 WEST 10TH STREET","","MANHATTAN","DWELLING ONLY - 1 FAMILY","2018-03-14 00:00:00",8655125
"2018032200078001","DEED",1013301184,"252 EAST 57TH STREET","59C","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-27 00:00:00",8495205
"2018030700669001","DEED",1008512156,"45 EAST 22ND STREET","42A","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-12 00:00:00",8435977.77
"2018031500108001","DEED",1011391236,"111 WEST 67TH STREET","22-E","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-23 00:00:00",8325000
"2018031500108001","DEED",1011391237,"111 WEST 67TH STREET","22-F","MANHATTAN","CONDO UNIT WITHOUT KITCHEN","2018-03-23 00:00:00",8325000
"2018031500108001","DEED",1011391238,"111 WEST 67TH STREET","22-G","MANHATTAN","CONDO UNIT WITHOUT KITCHEN","2018-03-23 00:00:00",8325000
"2018031500108001","DEED",1011391239,"111 WEST 67TH STREET","22-H","MANHATTAN","CONDO UNIT WITHOUT KITCHEN","2018-03-23 00:00:00",8325000
"2018032200600001","DEED",1006361253,"150 CHARLES STREET","5BN","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-23 00:00:00",8200000
"2018032901091001","DEED",1013301166,"252 EAST 57TH STREET","52C","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-30 00:00:00",8098087.5
"2018020501026003","DEED",1013131060,"151 EAST 58TH STREET","41E","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-01 00:00:00",8000000
"2018031200747001","DEED",1002121421,"11 BEACH STREET","8A","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-15 00:00:00",7806900
"2018030701115001","DEED",1011712597,"50 RIVERSIDE BOULEVARD","18E","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-08 00:00:00",7589962.5
"2018030800028001","DEED",1006060034,"154 WEST 11TH STREET","","MANHATTAN","DWELLING ONLY - 1 FAMILY","2018-03-08 00:00:00",7575000
"2018020900445003","DEED",1013391159,"50 UNITED NATIONS PLAZA","23B","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-19 00:00:00",7537550
"2018030501348001","BOTH RPTT AND RETT",1015100001,"941 PARK AVENUE","5C","MANHATTAN","SINGLE RESIDENTIAL COOP UNIT","2018-03-06 00:00:00",7500000
"2018032100364001","DEED",1001231221,"30 PARK PLACE","65B","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-23 00:00:00",7450000
"2018032801392003","DEED",1000841126,"140 WEST STREET","19D","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-29 00:00:00",7425000
"2018031200561002","DEED",1004271602,"215 CHRYSTIE STREET","26E","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-12 00:00:00",7250000
"2018032600386001","DEED",1005291810,"25 BOND STREET","6W","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-30 00:00:00",7000000
"2018030800144001","DEED",1006311216,"275 WEST 10TH STREET","4A","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-27 00:00:00",6962962.5
"2018022800733001","BOTH RPTT AND RETT",1012500067,"173 RIVERSIDE DRIVE","PH-C","MANHATTAN","SINGLE RESIDENTIAL COOP UNIT","2018-03-08 00:00:00",6581000
"2018022600965001","BOTH RPTT AND RETT",1011200029,"75 CENTRAL PARK WEST","2CD","MANHATTAN","SINGLE RESIDENTIAL COOP UNIT","2018-03-01 00:00:00",6550000
"2018031600922003","DEED",1006011304,"160 LEROY STREET","4B S","MANHATTAN","SINGLE RESIDENTIAL CONDO UNIT","2018-03-16 00:00:00",6061837.5
"2018031300698001","BOTH RPTT AND RETT",1012020036,"285 CENTRAL PARK WEST","PHA/W","MANHATTAN","SINGLE RESIDENTIAL COOP UNIT","2018-03-14 00:00:00",5995000
"2018030500450001","BOTH RPTT AND RETT",1011830050,"340 WEST 72ND STREET","1008","MANHATTAN","SINGLE RESIDENTIAL COOP UNIT","2018-03-05 00:00:00",5890256.46
"2018030901107001","DEED",4022210039,"108-57 70TH AVENUE","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-15 00:00:00",4350000
"2018032001058001","DEED",4000471122,"10-40 46TH ROAD","PHB","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-22 00:00:00",3100000
"2018032001058001","DEED",4000471124,"10-40 46TH ROAD","P1","QUEENS","PARKING SPACE","2018-03-22 00:00:00",3100000
"2018032001058001","DEED",4000471127,"10-40 46TH ROAD","P4","QUEENS","PARKING SPACE","2018-03-22 00:00:00",3100000
"2018032001433001","DEED",4054960001,"157-57 ROSE AVENUE","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-22 00:00:00",2350000
"2018031500311001","DEED",4002681116,"27-21 44TH DRIVE","2502","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-19 00:00:00",2112868.75
"2018031500311001","DEED",4002681138,"27-21 44TH DRIVE","P17","QUEENS","PARKING SPACE","2018-03-19 00:00:00",2112868.75
"2018031500311001","DEED",4002681162,"27-21 44TH DRIVE","S13","QUEENS","STORAGE ROOM","2018-03-19 00:00:00",2112868.75
"2018031500311001","DEED",4002681163,"27-21 44TH DRIVE","S14","QUEENS","STORAGE ROOM","2018-03-19 00:00:00",2112868.75
"2018030200398004","DEED",4000211071,"46-30 CENTER BLVD","612","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-12 00:00:00",2100000
"2018032800919001","DEED",4072530027,"184-50 MIDLAND PARKWAY","","QUEENS","DWELLING ONLY - 1 FAMILY","2018-03-29 00:00:00",2000000
"2018030800228001","DEED",4000821092,"27-28 THOMSON AVENUE","330","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-09 00:00:00",1800000
"2018030101286001","DEED",4002681092,"27-21 44TH DRIVE","1902","QUEENS","SINGLE RESIDENTIAL CONDO UNIT","2018-03-02 00:00:00",1792120
