"id","geom","borough","block","lot","cd","ct2010","cb2010","schooldist","council","zipcode","firecomp","policeprct","healthcent","healtharea","sanitboro","sanitdistr","sanitsub","address","zonedist1","zonedist2","zonedist3","zonedist4","overlay1","overlay2","spdist1","spdist2","spdist3","ltdheight","splitzone","bldgclass","landuse","easements","ownertype","ownername","lotarea","bldgarea","comarea","resarea","officearea","retailarea","garagearea","strgearea","factryarea","otherarea","areasource","numbldgs","numfloors","unitsres","unitstotal","lotfront","lotdepth","bldgfront","bldgdepth","ext","proxcode","irrlotcode","lottype","bsmtcode","assessland","assesstot","exemptland","exempttot","yearbuilt","yearalter1","yearalter2","histdist","landmark","builtfar","residfar","commfar","facilfar","borocode","bbl","condono","tract2010","xcoord","ycoord","zonemap","zmcode","sanborn","taxmap","edesignum","appbbl","appdate","plutomapid","firm07_fla","pfirm15_fl","version","mappluto_f","shape_leng","shape_area"
8004,"01060000203E910100010000000103000000010000000500000000098A1FA53B2E41001E386774920B4100492E3F3E3B2E4100A067B38F8F0B4100151DC9E7392E4100022B8787920B410043ADA94E3A2E41007EFB3A6C950B4100098A1FA53B2E41001E386774920B41","MN",1231,47,107,"171","2000","03",6,10024,"E074",20,16,3400,"1","07","3B","2318 BROADWAY","R8B","C4-6A","","","C2-5","","EC-3","","","","Y","J3","05",0,"P","AMERICAN MULTI-CINEMA",19607,42713,42713,0,0,0,0,0,0,42713,"2",1,2,0,1,102.17,191.42,102.17,191.42,"E","0","Y","3","5",2673000,5728500,0,0,1983,0,0,"","",2.18,4,0,4,1,1012310047,0,"0171",990563,225871,"5d","","107S014","10409","",1012310047,"01/06/1987","1","","","17V1.1",0,603.449853401,20739.3829599
8832,"01060000203E910100010000000103000000010000000800000000E86AAB022A2E4100F0A7C625730A410089D2DE252A2E410052B81ED8720A418009F9604C2A2E41007AC72983720A418001BCC5742A2E4100721B0D2A720A41003333B3102A2E4100DCF97E526F0A410060764F5F292E41001873D7D9700A41803F351EC3292E4100FE43FAB1730A4100E86AAB022A2E4100F0A7C625730A41","MN",1021,15,105,"125","1002","02",3,10019,"L004",18,15,4700,"1","05","2A","215 WEST 49 STREET","C6-7T","C6-5","","","","","MID","","","","Y","J4","05",0,"","THE SHUBERT ORGANIZAT",10050,40000,40000,0,0,0,0,0,0,40000,"2",1,4,0,1,100,100.42,100,100.42,"","3","N","5","2",1642500,2285550,0,0,1921,0,0,"","",3.98,10,14,14,1,1010210015,0,"0125",988404,216624,"8c","","105N058","10402","",0,"","1","","","17V1.1",0,410.3324472,10521.7978869
9255,"01060000203E910100010000000103000000010000000600000000014D449C152E410052499DB218094100508DD7FB142E4100CE1951481A094100287E8CE8142E4100BE9F1A791A094180E7FB6963152E41006688636F1D094100F016081D162E41002EFF21D01B094100014D449C152E410052499DB2180941","MN",548,12,102,"59","3001","02",1,10003,"E033",6,15,5700,"1","02","3A","36 EAST 8 STREET","C1-7","R7-2","","","","","","","","","Y","J9","05",0,"P","NEW YORK UNIVERSITY",11151,30575,19365,11210,2000,3450,0,0,0,13915,"2",1,3,7,13,100.17,114.92,100.16,114.92,"","3","Y","3","2",1125000,3340350,900000,2520192,1940,1984,0,"","",2.74,6.02,2,6.5,1,1005480012,0,"0059",985793,205667,"12c","","103 023","10207","",0,"","1","","","17V1.1",0,444.274746435,12300.6740528
9977,"01060000203E910100010000000103000000010000000D000000003411B617252E41004260E5AB810A4180DB68404C242E410096D409FF7B0A4100B150EB0E232E41008A8EE4BD7E0A4180D3BCE34E232E4100A089B086800A4180C5FEB27B232E4100D8A37023800A41003CBD1295232E4100789CA2D8800A4100948745A0232E4100D066D5BF800A4100C7BAF8BB232E41009C33A285810A4100583974B0232E41000A46259F810A410033C471C8232E4100D85F764A820A410064CC5D9B232E4100CE3B4EAE820A4100098A1FD9232E41003A234A67840A41003411B617252E41004260E5AB810A41","MN",1040,50,104,"127","5000","02",3,10019,"E054",18,15,4700,"1","04","3A","313 WEST 49 STREET","C6-4","","","","","","CL","","","","N","J8","05",0,"","NEW YORK COMMUNICATIO",35370,62104,62104,0,0,0,0,0,0,62104,"2",2,2,0,1,183,200.83,183,200,"","0","Y","5","5",3213000,8485200,0,0,1988,1989,2004,"","",1.76,10,10,10,1,1010400050,0,"0127",987661,217092,"8c","","105N056","10403","",1010400029,"08/07/1989","1","","","17V1.1",0,843.06573612,35515.9337557
10831,"01060000203E9101000100000001030000000100000007000000801A2F5D34212E410086A757124B094180BA498CC8202E4100F44A590E480941804E40D3BC1F2E41006ADE71604A094180BF7D1DF31F2E4100E00B93E64B094100EFC943D2202E41008A1F63F7490941800C71AC07212E41001A51DA754B0941801A2F5D34212E410086A757124B0941","MN",871,1,105,"50","3001","02",2,10003,"L003",13,14,5300,"1","05","1B","20 UNION SQUARE","C6-2A","C6-4","","","","","US","","","","Y","J9","05",0,"P","DIFT",9081,14081,14081,0,5000,0,0,0,0,9081,"2",1,5,0,1,52,150,52,120,"","3","Y","3","2",1215000,2788650,0,0,1907,1988,0,"","UNION SQUARE SAVINGS BANK",1.55,6.02,6,6.5,1,1008710001,0,"0050",987196,207159,"12c","","102 035","10307","",0,"","1","","","17V1.1",0,527.358051895,9946.01710886
11424,"01060000203E910100010000000103000000010000000500000000DD24C630332E410008CE1991FE0A4100E56161CE322E410016D9CECDFB0A410020D2EFC3312E41003A70CE1BFE0A4180855A5326322E410076711BDF000B4100DD24C630332E410008CE1991FE0A41","MN",1119,1,107,"153","7001","03",6,10023,"L035",20,15,4000,"1","07","1A","147 COLUMBUS AVENUE","C4-7","","","","","","","","","","N","J6","05",0,"P","AMERICAN BROADCASTING",15075,133835,133835,0,126335,7500,0,0,0,0,"2",1,10,0,1,100,150,100,100,"","0","Y","3","5",5850000,13702500,0,0,1991,2005,0,"","",8.88,10,10,10,1,1011190001,0,"0153",989501,221130,"8c","","106W025","10406","",1011190001,"09/08/1993","1","","","17V1.1",0,506.903876551,15406.7154576
11470,"01060000203E910100010000000103000000010000000600000080158CCA3C1F2E410000917E33E90841000000C0761F2E41002C8716B4E8084180F90F29151F2E41001E166AF7E508418027A009BD1E2E41001CEBE2BAE6084180696F701E1F2E4100107A3676E9084180158CCA3C1F2E410000917E33E90841","MN",460,46,103,"38","3000","01",2,10003,"E028",9,14,6500,"1","03","3B","79 EAST 4 STREET","R8B","","","","","","","","","","N","J5","05",0,"X","NEW YORK THEATRE ETC",4808,4800,4800,0,0,0,0,0,0,4800,"2",1,1,0,1,50,96.17,50,94,"","2","N","5","0",441000,697950,441000,697950,1920,0,0,"East Village/Lower East Side Historic Di","",1,4,0,4,1,1004600046,0,"0038",987020,204022,"12c","","102 009","10205","E-216",0,"","1","","","17V1.1",0,301.092237224,5046.48795053
11690,"01060000203E910100010000000103000000010000000700000080EC2F3B55212E4100569FABE0E40A418038D685F2202E41001AC05B19E20A4180A9821172202E41008A1F6336E30A4180EFA7C6D4202E4100EA95B2FDE50A4100D6C52DFE202E41003C2CD4A1E50A4100F9A06726212E4100E00B9348E50A4180EC2F3B55212E4100569FABE0E40A41","MN",1151,12,107,"147","1001","03",6,10019,"E040",20,15,3900,"1","07","1B","537 WEST 59 STREET","C6-2","","","","","","","","","","N","J6","05",0,"X","MANHATTAN COMMUNITYET",7560,8300,8300,0,800,0,0,0,0,7500,"2",1,1,0,1,75,100.67,75,97,"","3","N","5","1",796500,1186200,796500,1186200,1930,0,0,"","",1.1,6.02,6,6.5,1,1011510012,0,"0147",987249,220289,"8c","","106W009","10407","E-125",0,"","1","","","17V1.1",0,350.281507454,7469.12008344
12053,"01060000203E910100010000000103000000010000000900000000705F07E9362E4100263108FD910A41006C783A89362E4100A4923A458F0A4180C729FA8A362E4100AC3E57418F0A4100D6C52D26362E41000C93A9658C0A41000000001A352E41003C2CD4B98E0A4100022BC77E352E4100022B8795910A4180CE8892D5352E4100508D97D4900A4180C1A86435362E4100F44A598C930A4100705F07E9362E4100263108FD910A41","MN",1008,15,105,"137","6000","02",4,10019,"E023",18,15,4700,"1","05","2A","131 WEST 55 STREET","C6-6.5","","","","","","MID","","","","N","J4","05",0,"C","CULTURAL AFFAIRS",25154,181503,181503,0,58800,0,0,78400,0,44303,"2",1,9,0,1,151,200.83,100.42,196,"","3","Y","4","2",3825000,16130700,3825000,16130700,1923,2010,2004,"","CITY CENTER 55TH STREET THEATER",7.22,10,12,12,1,1010080015,0,"0137",989952,217580,"8c","","106W032","10401","",0,"","1","","","17V1.1",0,714.247362884,26223.3560416
12128,"01060000203E910100010000000103000000010000000800000080DE714AC03D2E4100B0506BB0BE09410099BB16983D2E4100E461A18DBD094100FDF675843D2E41000CB5A6FFBC094180D5E7AA703D2E4100FEB27B70BC094100A5BD015E3D2E4100DCD781E9BB094180703D4A333D2E41001C7C6148BC0941803A018D953D2E41002E211F0FBF094180DE714AC03D2E4100B0506BB0BE0941","MN",915,37,106,"78","4002","02",2,10016,"L007",17,13,5000,"1","06","2B","248 EAST 35 STREET","R9","","","","C2-5","","TA","","","","N","J6","05",0,"P","MARC S WEIN",2370,3864,3864,0,0,0,0,0,0,3864,"2",1,2,0,1,24,98.75,24,98,"","0","N","5","5",292500,429750,0,0,1935,1981,0,"","",1.63,7.52,0,10,1,1009150037,0,"0078",990908,210863,"8d","","104 022","10308","",0,"","1","","","17V1.1",0,251.92884225,2480.47251241
13181,"01060000203E910100010000000103000000010000000A00000000014DC4C3272E4100D066D5095C0A41002FDDA4FC272E41004694F68B5B0A41804160258C282E41006688634E5A0A41005917F799282E4100C876BE2F5A0A41007F6AFC7D282E410070F08567590A418029CB9065282E41001461C3B8580A4180779CE235282E41004A598663570A4180EE5AC242272E41005E4BC87E590A41803480B7A6272E41000A8A1F4A5C0A4100014DC4C3272E4100D066D5095C0A41","MN",1018,20,105,"125","2002","02",3,10036,"L004",18,15,4700,"1","05","2A","203 WEST 46 STREET","C6-7T","C6-5","","","","","MID","","","","Y","J4","05",0,"","LUNT THEATRE COMPANY",13957,34000,34000,0,0,0,0,0,0,34000,"2",1,4,0,1,139,100.42,139,90,"E","0","N","5","5",2362500,3206250,0,0,1909,0,0,"","LUNT-FONTANNE THEATER",2.44,10,14,14,1,1010180020,0,"0125",988151,215866,"8d","","105N057","10402","",0,"","1","","","17V1.1",0,483.002626576,14247.9219873
14041,"01060000203E910100010000000103000000010000000500000000A089B062FA2D410032C4B155DD094100917EBB49FA2D410086A7579ADC09410070CE08BFF92D41009CC420CDDD09410023DB39D9F92D4100A2D6348BDE094100A089B062FA2D410032C4B155DD0941","MN",694,2,104,"99","1035","02",3,10011,"E003",10,15,5500,"1","04","2B","164 11 AVENUE","C6-3","","","","","","WCH","","","","N","J5","05",0,"","164 11TH AVE BUILDING",1851,5206,3666,1540,0,0,0,1540,0,2126,"2",1,3,1,3,24.67,75,24.67,75,"E","2","N","5","2",175500,328500,0,0,1900,1985,0,"","",2.81,7.52,6,10,1,1006940002,0,"0099",982280,211890,"8b","","105S003","10301","",0,"","1","1","1","17V1.1",0,211.784241102,2121.16665397
14591,"01060000203E910100010000000103000000010000000600000000E10B13FAFF2D41007E8CB9EDF8094180A223799A002E4100C264AA8BF7094180D0B39933002E4100B22E6EA7F409410073D7923DFF2D410024287EC6F6094100B37B72A4FF2D41005AD3BCAAF9094100E10B13FAFF2D41007E8CB9EDF80941","MN",698,10,104,"99","1030","02",3,10001,"E003",10,15,5500,"1","04","2B","537 WEST 26 STREET","M1-5","","","","","","WCH","","","","N","J9","05",0,"P","NWL REAL ESTATE, LLC",13825,13825,13825,0,0,0,0,0,0,13825,"2",1,1,0,2,140,98.75,140,98.75,"","3","N","5","0",675000,1754100,0,0,1914,1989,2005,"West Chelsea Historic District","",1,0,5,6.5,1,1006980010,0,"0099",983030,212709,"8b","","105S004","10301","",0,"","1","1","1","17V1.1",0,492.732286454,14874.0924264
14845,"01060000203E910100010000000103000000010000000500000000780B6432252E4100C876BED7520A4180D85F36CE242E4100D24D6203500A410045477223242E4100C420B079510A4180ADD89F87242E4100280F0B4E540A4100780B6432252E4100C876BED7520A41","MN",1016,51,105,"119","2002","02",3,10036,"L004",14,15,5200,"1","05","2A","234 WEST 45 STREET","C6-5","","","","","","MID","","","","N","J4","05",0,"","SCHOENFELD THEATRE LL",9698,25000,25000,0,0,0,0,0,0,25000,"2",1,6.5,0,0,96.5,100.42,96.5,95,"E","2","N","5","2",1485000,2196450,0,0,1917,0,0,"","PLYMOUTH THEATER",2.58,10,10,10,1,1010160051,0,"0119",987733,215621,"8d","","105N046","10402","",0,"","1","","","17V1.1",0,401.675824903,10074.5409597
15160,"01060000203E9101000100000001030000000100000008000000009D1125BB762E410034EF38459F0C4180506B1A5B762E41009E80268D9C0C4100211F74D6752E4100668863B29D0C41002DB2DD71752E4100AEB662D99A0C418003788B1B752E41007C3F35989B0C41005C20C17F752E410048E17A6E9E0C41009F3C2CE0752E4100CC7F4829A10C41009D1125BB762E410034EF38459F0C41","MN",1931,10,110,"222","1000","05",9,10027,"E037",28,11,1500,"1","10","1A","253 WEST 125 STREET","C4-4A","C4-7","","","","","125","","","","Y","J2","05",0,"X","APOLLO THEATRE RDVLPC",17454,59020,59020,0,0,250,0,0,0,58770,"2",1,5,0,6,50,199.92,50,200,"","2","Y","4","2",1218150,4711500,1218150,4711500,1912,2010,2006,"","APOLLO THEATER (ORIGINALLY HURTIG &",3.38,4,4,4,1,1019310010,0,"0222",998133,234473,"6a","","107N086","10705","",0,"","1","","","17V1.1",0,657.114072524,17564.567383
15657,"01060000203E91010001000000010300000001000000070000008050FCD82EFE2D410054E3A50C1B09418045B6332AFE2D41007E1D38051B09418053746400FE2D4100F6065FC21A0941004C3749F7FD2D41003C4ED1B31A0941001AC09BB9FD2D4100A835CDE31C0941808CB92BF1FD2D4100E461A13C1D09418050FCD82EFE2D410054E3A50C1B0941","MN",584,27,102,"67","4002","02",3,10014,"E024",6,15,6400,"1","02","2B","38 COMMERCE STREET","R6","","","","","","","","","","N","J5","05",0,"","LITTLE GODDESS, INC.",2250,6804,4544,2260,0,0,0,0,0,4544,"2",1,3,1,2,29.92,75.5,29.92,75.5,"","3","Y","5","2",303750,632700,0,0,1836,0,0,"Greenwich Village Historic District","",3.02,2.43,0,4.8,1,1005840027,0,"0067",982778,205695,"12a","","103 004","10208","",0,"","1","","","17V1.1",0,212.815712827,2287.0451584
15778,"01060000203E910100010000000103000000010000000600000080BFECDE70312E410010C7BA54B2084180438BAC07312E4100567DAE5EAF084100C13963DA302E41004CC807C3AF084180764F5EAF302E410088855A22B008418015FB8B18312E4100D8A37018B3084180BFECDE70312E410010C7BA54B20841","MN",385,24,103,"22.02","1001","01",2,10009,"E028",9,14,7600,"1","03","3A","238 EAST 3 STREET","R8B","","","","","","","","","","N","J9","05",0,"P","THIRD STREET THEATER,",5253,4300,4300,0,0,0,0,0,0,4300,"2",1,2,0,1,49.58,105.92,48,105,"","3","N","5","2",274500,471600,0,0,1920,0,0,"","",0.82,4,0,4,1,1003850024,0,"002202",989320,202279,"12c","","102 013","10203","E-216",0,"","1","","","17V1.1",0,317.711233975,5470.80003482
16010,"01060000203E9101000100000001030000000100000006000000008F537403012E410008AC1C3DFA094180FE437AA1002E4100EA04347CF7094180A223799A002E4100C264AA8BF7094100E10B13FAFF2D41007E8CB9EDF80941003A924B5C002E41008A1F63B0FB0941008F537403012E410008AC1C3DFA0941","MN",698,57,104,"99","1030","02",3,10001,"E003",10,15,5500,"1","04","2B","542 WEST 27 STREET","M1-5","","","","","","WCH","","","","N","J5","05",0,"P","27TH STREET PROPERTY",9326,49242,49242,0,0,16355,0,24707,8180,0,"2",1,6,0,5,94.42,98.75,94.42,87,"","3","N","5","0",630000,5655150,0,0,1901,1989,0,"West Chelsea Historic District","",5.28,0,5,6.5,1,1006980057,0,"0099",983103,212786,"8b","","105S004","10301","",0,"","1","","1","17V1.1",0,393.083710615,9650.01322555
16219,"01060000203E9101000100000001030000000100000007000000001A519AB42C2E41007A14AE74920A410070CE08082D2E4100E2E995BF910A41000F0BF5A02C2E41008AFD65D58E0A4180348077C42B2E41009E8026BC900A41000F0BF51E2C2E410078E9264C930A418048BFFDA82C2E410094A98220920A41001A519AB42C2E41007A14AE74920A41","MN",1025,10,105,"131","2001","02",3,10019,"E023",18,15,4700,"1","05","2A","229 WEST 53 STREET","C6-5","","","","","","MID","","","","N","J6","05",1,"X","ROUNDABOUT THEATRE CO",11667,13010,13010,0,0,0,0,0,0,13010,"2",1,1,0,4,125,100.42,125,89,"","0","Y","5","5",1233000,1994850,1233000,1994850,1926,2006,0,"","",1.12,10,10,10,1,1010250010,0,"0131",988722,217635,"8c","","106W029","10402","",0,"","1","","","17V1.1",0,464.144416292,12422.1824122
16498,"01060000203E910100010000000103000000010000000600000000DE02C9CD242E4100C2F5286A3D0A4180DA8A7D04252E4100744694F03C0A418037F8429D242E41001EA7E8F7390A4100DAACBA25242E4100E02D90013B0A41000F0BF58C242E410012363CFA3D0A4100DE02C9CD242E4100C2F5286A3D0A41","MN",1014,25,105,"119","2005","02",3,10036,"E026",14,15,5200,"1","05","","207 WEST 42 STREET","C6-7","","","","","","MID","","","","N","J4","05",0,"C","NYC EDC",6928,27738,27738,0,0,0,0,0,0,27738,"2",1,5,0,1,69,100.42,69,100.42,"E","3","N","5","2",1710000,2463750,1710000,2463750,1903,1989,0,"","",4,10,15,15,1,1010140025,0,"0119",987722,214911,"8d","","105N045","10402","",0,"","1","","","17V1.1",0,353.122912817,7396.7755244
16827,"01060000203E91010001000000010300000001000000050000008052276025012E41005C6DC5F1F909410021B072C3002E4100C64B3731F7094180FE437AA1002E4100EA04347CF70941008F537403012E410008AC1C3DFA09418052276025012E41005C6DC5F1F90941","MN",698,56,104,"99","1030","02",3,10001,"E003",10,15,5500,"1","04","2B","534 WEST 27 STREET","M1-5","","","","","","WCH","","","","N","J5","05",0,"","27TH STREET PROPERTY",1918,11583,11583,0,0,0,0,0,0,11583,"2",1,6,0,5,19.42,98.75,19.42,98.75,"","3","Y","5","0",172800,1843650,0,0,1920,2004,0,"","",6.04,0,5,6.5,1,1006980056,0,"0099",983153,212758,"8b","","105S004","10301","",0,"","1","","1","17V1.1",0,240.381217536,1955.32316836
16908,"01060000203E910100010000000103000000010000000E000000804160E544332E41008E976EFD480B4100F0168814322E410030992AA74B0B4180C64B3722322E4100BE3099B14C0B41000F0BF597322E4100F4DBD7504C0B418003780BA6322E4100C07D1D634D0B41805E294B09332E41008CDB68C14D0B418065886306332E41006C9A77084E0B4180B740C21B332E4100E4F21FA14E0B41003E79581A332E4100F0F44AA44E0B4100BDE3541E332E41008204C5C04E0B41001895141C332E4100AA13D0C54E0B4100DE02091E332E4100F0A7C6D34E0B4180D93DB9D9332E410064AA602F4D0B41804160E544332E41008E976EFD480B41","MN",1166,135,107,"163","5003","03",6,10023,"L025",20,16,3400,"1","07","2B","200 WEST 75 STREET","C4-6A","","","","","","EC-3","","","","N","J5","05",0,"","",19242,99663,99663,0,5588,0,0,0,0,94075,"2",1,12,0,1,102,150,33.54,166.25,"","0","Y","3","2",2488500,4704300,0,0,1927,2005,0,"","",5.18,10,3.4,10,1,1011660135,0,"0163",0,0,"8c","","100 000","10407","",1011660135,"05/21/2007","1","","","17V1.1",0,654.616136604,20857.0653718
17436,"01060000203E910100010000000103000000010000000600000080F5B99A27082E4100AEB662C99D09418079C7E977072E4100627FD94D9F094100BE305971072E410088635D5C9F094100BDE354B6072E41000C93A946A10941804F1E966C082E4100EAB7AFB39F094180F5B99A27082E4100AEB662C99D0941","MN",742,39,104,"89","2001","02",3,10011,"L012",10,15,5600,"1","04","1A","171 8 AVENUE","C1-6A","","","","","","","","","","N","J2","05",0,"","THE JOYCE THEATER FOU",7256,6742,6742,0,0,0,0,0,0,6742,"2",1,3,0,1,69.67,104,70,100,"","3","Y","3","2",697500,1436400,697500,1360800,1942,1983,0,"","",0.93,4,2,4,1,1007420039,0,"0089",984055,209905,"8d","","103 037","10303","",0,"","1","","","17V1.1",0,348.89885966,7322.38260246
18622,"01060000203E910100010000000103000000010000000600000080D3BC237D0C2E410096D409253E0A4100E3369A1D0C2E4100F6B9DA723B0A4180E2C7D8C30B2E4100C442AD393C0A4100AB3E97990B2E4100CC7F48973C0A41802E6E23F90B2E41004C158C493F0A4180D3BC237D0C2E410096D409253E0A41","MN",708,43,104,"99","1007","02",3,10018,"E034",10,15,5500,"1","04","2A","512 WEST 37 STREET","C2-8","","","","","","HY","","","","N","J6","05",0,"P","508-516 WEST 37TH STR",7406,9310,9310,0,0,0,0,0,0,9310,"2",2,1,0,1,75,98.75,75,98.75,"","0","N","5","5",351000,728550,0,0,1900,1990,2009,"","",1.26,10,2,10,1,1007080043,0,"0099",984581,214955,"8d","","105S027","10302","E-137",0,"","1","","","17V1.1",0,348.144104038,7441.08038422
18691,"01060000203E91010001000000010300000001000000060000000064CC1D25212E410044696F99CB0A4100014D84EB202E41009E5E29FBC90A41004B59C6D8202E4100D2915C74C90A4100E561A1B4202E410026C286C4C90A41806B09F900212E410076029AE9CB0A410064CC1D25212E410044696F99CB0A41","MN",1085,138,104,"135","1007","02",6,10019,"E040",18,15,4500,"1","04","3B","508 WEST 57 STREET","C2-7","","","","","","CL","","","","N","J6","05",0,"X","NYC INDUSTRIAL DEVELA",1508,3000,3000,0,3000,0,0,0,0,0,"2",1,2,0,1,20,75.42,20,76,"","3","N","5","2",144450,329400,144450,329400,1951,0,0,"","",1.99,7.52,2,10,1,1010850138,0,"0135",987254,219477,"8c","","106W008","10405","",0,"","1","","","17V1.1",0,198.39783296,1622.85576348
19195,"01060000203E91010001000000010300000001000000060000008094F6C691212E4100180456424A094100C13963E2212E4100AACFD58E490941009031B776212E4100645DDC8B46094180006F4120212E410010E9B74B470941805BB1FF8B212E41003433334F4A09418094F6C691212E4100180456424A0941","MN",871,10,105,"50","3001","02",2,10003,"L003",13,14,5300,"1","05","1B","111 EAST 15 STREET","C6-2A","","","","","","","","","","N","J9","05",0,"","TRINITY CHRISTIAN CEN",5163,15120,15120,0,5872,0,0,0,0,9248,"2",1,4,0,1,50,103.25,50,60,"","3","N","5","1",675000,1899900,630000,1854900,1869,2007,0,"","(FORMER) CENTURY ASSOCATION BUILDIN",2.93,6.02,6,6.5,1,1008710010,0,"0050",987328,207117,"12c","","102 035","10307","",0,"","1","","","17V1.1",0,319.72459125,5459.05506671
19541,"01060000203E9101000100000001030000000100000009000000803A014DEA232E4100AE47E1A6550A4100355E7ADF232E4100E4839E58550A4100355EFA9F232E4100E4F21F39540A41804E40D384232E4100A8E848E0520A41803099AA83232E4100423EE8D7520A41808EE4727A232E41005C204195520A41808CB9AB14232E4100AC3E5774530A418096900F82232E410088635D8B560A41803A014DEA232E4100AE47E1A6550A41","MN",1016,58,105,"119","2002","02",3,10036,"L004",14,15,5200,"1","05","2A","252 WEST 45 STREET","C6-5","","","","","","MID","","","","N","J4","05",0,"","THE SHUBERT ORGANIZAT",6400,18800,18800,0,0,0,0,0,0,18800,"2",1,4,0,1,62.33,109.67,33,100.42,"","3","Y","5","2",1125000,1632600,0,0,1927,0,0,"","THEATER MASQUE, NOW THE GOLDEN THEA",2.94,10,10,10,1,1010160058,0,"0119",987581,215699,"8d","","105N046","10402","",0,"","1","","","17V1.1",0,345.50167651,6196.30860847
19681,"01060000203E910100010000000103000000010000000700000000A4703DCE1F2E41006891ED91CE0A4180B6F37D6B1F2E4100A245B6CBCB0A4100234AFB971F2E4100BA6B0969CB0A4180C0CA21341F2E410066F7E49AC80A41006900EF711B2E410064AA60ECD00A41000AD7E3361C2E4100B88D0689D60A4100A4703DCE1F2E41006891ED91CE0A41","MN",1085,1,104,"135","1005","02",6,10019,"E040",18,15,4500,"1","04","3B","530 WEST 57 STREET","M1-5","","","","","","CL","","","","N","J6","05",1,"X","NYC INDUSTRIAL DEVELA",107950,490080,490080,0,189473,0,0,0,0,300607,"2",1,3,0,1,200.83,550,200,550,"","0","Y","3","5",10350000,31608450,10350000,31608450,1937,2013,2007,"","",4.54,0,5,6.5,1,1010850001,0,"0135",986836,219636,"8c","","106W008","10405","",0,"","1","","","17V1.1",0,1509.98681196,110010.510803
19846,"01060000203E910100010000000103000000010000000600000000F7756073212E4100B8D100225B0A41806CE77B10212E4100DA8AFD57580A41804160E562202E4100D24D62D7590A4100BC055226202E410056EC2F5D5A0A4100B072E889202E4100302AA9255D0A4100F7756073212E4100B8D100225B0A41","MN",1035,37,104,"121","4000","02",3,10036,"E054",14,15,4500,"1","04","3A","302 WEST 45 STREET","C6-2","C6-4","","","","","CL","MID","","","Y","J4","05",0,"P","JUJAMCYN THEATERS LLC",13389,39762,39762,0,0,0,0,0,0,39762,"2",2,5,0,1,133.33,100.42,133,100,"","3","N","5","2",2137500,3057750,0,0,1924,0,0,"","MARTIN BECK THEATER",2.97,6.02,6,6.5,1,1010350037,0,"0121",987238,215895,"8d","","105N044","10403","",0,"","1","","","17V1.1",0,471.160263568,13626.2074743
19865,"01060000203E91010001000000010300000001000000060000000045477223242E4100C420B079510A4180D85F36CE242E4100D24D6203500A4180AA605469242E4100CCCCCC294D0A4180D3BC63AC232E41008E06F0C74E0A418013D04411242E4100DE9387A1510A410045477223242E4100C420B079510A41","MN",1016,11,105,"119","2002","02",3,10036,"L004",14,15,5200,"1","05","2A","235 WEST 44 STREET","C6-5","","","","","","MID","","","","N","J4","05",0,"","THE SHUBERT ORGANIZAT",10695,26750,26750,0,0,0,0,0,0,26750,"2",1,5,0,1,106.5,100.42,107,100,"E","2","N","5","2",1732500,2404350,0,0,1917,0,0,"","BROADHURST THEATER",2.5,10,10,10,1,1010160011,0,"0119",987678,215532,"8d","","105N046","10402","",0,"","1","","","17V1.1",0,423.885903842,11226.804224
20068,"01060000203E9101000100000001030000000100000005000000807B832FF3172E4100F675E0C73B09418025E4C38C172E41003A014D11390941002C655966172E410076711B673909410011C73AC8172E41003C2CD4273C0941807B832FF3172E4100F675E0C73B0941","MN",569,17,102,"61","1002","02",2,10003,"L003",6,15,5700,"1","02","3A","22 EAST 12 STREET","C6-1","","","","","","","","","","N","J3","05",0,"","KYPRO ENTERPRISES INC",2342,4680,4680,0,0,0,0,0,0,4680,"2",1,1,0,1,24.5,100.83,24.5,100,"","3","Y","5","2",315900,567000,0,0,1964,1964,0,"","",2,3.44,6,6.5,1,1005690017,0,"0061",986070,206676,"12c","","103 022","10207","",0,"","1","","","17V1.1",0,248.171461025,2347.96870654
20181,"01060000203E91010001000000010300000001000000070000000023DBB935062E4100006F81A41B094100C6DCF504062E4100506B9A391A0941802EFFE151052E410004560EBC1B0941005E4B086D052E4100903177761C09410064CC1D7F052E4100842F4C411C094100BB278FAC052E4100CE88D2CB1C09410023DBB935062E4100006F81A41B0941","MN",589,31,102,"67","1002","02",3,10014,"E024",6,15,6400,"1","02","1B","323 AVENUE OF THE AMER","R7-2","","","","C1-5","","","","","","N","J3","05",0,"","323 SIXTH LLC",4640,7000,7000,0,0,0,0,0,0,7000,"2",1,3,0,1,51.5,100,51.5,80,"E","3","Y","5","2",630000,1438200,0,0,1920,2009,2004,"Greenwich Village Historic District Exte","",1.51,3.44,0,6.5,1,1005890031,0,"0067",983780,205682,"12a","","103 005","10208","",0,"","1","","","17V1.1",0,297.882032768,4765.38444806
