"id","geom","borough","block","lot","cd","ct2010","cb2010","schooldist","council","zipcode","firecomp","policeprct","healthcent","healtharea","sanitboro","sanitdistr","sanitsub","address","zonedist1","zonedist2","zonedist3","zonedist4","overlay1","overlay2","spdist1","spdist2","spdist3","ltdheight","splitzone","bldgclass","landuse","easements","ownertype","ownername","lotarea","bldgarea","comarea","resarea","officearea","retailarea","garagearea","strgearea","factryarea","otherarea","areasource","numbldgs","numfloors","unitsres","unitstotal","lotfront","lotdepth","bldgfront","bldgdepth","ext","proxcode","irrlotcode","lottype","bsmtcode","assessland","assesstot","exemptland","exempttot","yearbuilt","yearalter1","yearalter2","histdist","landmark","builtfar","residfar","commfar","facilfar","borocode","bbl","condono","tract2010","xcoord","ycoord","zonemap","zmcode","sanborn","taxmap","edesignum","appbbl","appdate","plutomapid","firm07_fla","pfirm15_fl","version","mappluto_f","shape_leng","shape_area"
9877,"01060000203E910100010000000103000000010000000500000000AC1C1A12532E41000AD7A39BAE0A418037F8C2AD522E4100986E12C9AB0A418004C58F8B522E4100643BDF14AC0A41808A8EE4EF522E4100401361E7AE0A4100AC1C1A12532E41000AD7A39BAE0A41","MN",1400,9,108,"120","3000","02",4,10065,"E039",19,13,4100,"1","08","1A","119 EAST 65 STREET","R8B","","","","","","","","","LH-1A","N","Z4","08",0,"X","FEDL REPUB OF GERMANY",2008,5632,5632,0,0,0,0,0,0,5632,"2",1,4,4,4,20,100.42,20,71,"","3","N","5","2",742500,1638900,742500,1638900,1910,2009,0,"Upper East Side Historic District","",2.8,4,0,4,1,1014000009,0,"0120",993639,218539,"8c","","106E047","10509","",0,"","1","","","17V1.1",0,245.729726589,2019.78206348
10216,"01060000203E910100010000000103000000010000000A00000080DA1B7C604D2E4100703D0A1B410A4100B5A639544D2E4100B2BFECBF400A4180621018764D2E4100B8D10075400A4180E17A94BB4D2E4100F01648DB3F0A4180999919E04D2E410000917E8A3F0A4180270FCB014E2E4100D8F0F43F3F0A4100492EBFA04D2E4100E8D9AC6E3C0A41004703B8CD4C2E410094A982413E0A41008273063B4D2E41001EA7E86D410A4180DA1B7C604D2E4100703D0A1B410A41","MN",1326,10,106,"98","2000","02",4,10022,"E008",17,13,5000,"1","06","3A","223 EAST 52 STREET","R8B","","","","","","TA","","","","N","Z4","08",0,"X","HUNGARIAN GOVERNMENT",12305,81250,39370,41880,26220,0,7400,0,0,5750,"2",1,8,39,40,120.5,110.83,120,90,"","0","Y","5","5",2475000,8861400,2475000,8861400,1990,0,0,"","",6.6,4,0,4,1,1013260010,0,"0098",992947,215001,"8d","","106E051","10506","",1013260010,"12/14/1989","1","","","17V1.1",0,471.79603778,12621.5351645
11113,"01060000203E9101000100000001030000000100000006000000803E579BF54A2E4100B8AF0356240A418005A312934A2E4100D24D628C210A4180931844874A2E4100DCB584A6210A4100819543734A2E41005E4BC8D2210A4180BA49CCD54A2E41006844699C240A41803E579BF54A2E4100B8AF0356240A41","MN",1322,33,106,"90","5000","02",4,10017,"L002",17,13,5000,"1","06","3A","240 EAST 49 STREET","R8B","","","","","","","","","","N","Z4","08",0,"P","CONSULATE GENERAL OFU",1908,3680,1840,1840,1840,0,0,0,0,0,"2",1,4,2,3,19,100.42,19,48,"","3","N","5","2",303300,568350,303300,568350,1899,1993,0,"Turtle Bay Gardens Historic District","",1.93,4,0,4,1,1013220033,0,"0090",992602,214114,"8d","","104 051","10506","",0,"","1","","","17V1.1",0,240.162073628,1852.26226918
13299,"01060000203E9101000100000001030000000100000005000000809CA2235B362E4100D044D816E70941009A08DB40362E4100645DDC57E6094100F853E3AF352E41006619E298E70941007A362BCA352E4100D2DEE057E80941809CA2235B362E4100D044D816E70941","MN",893,5,106,"80","2004","02",4,10016,"E021",17,14,5300,"1","06","2B","57 PARK AVENUE","R10","","","","","","","","","","N","Z4","08",0,"X","REPUBLIC OF GUATEMALA",2000,10000,10000,0,0,0,0,0,0,10000,"2",1,6,0,1,25,80,25,65,"E","2","N","5","2",422550,944100,422550,944100,1910,0,0,"","ADELAIDE L. T. DOUGLAS RESIDENCE",5,10,0,10,1,1008930005,0,"0080",989954,212202,"8d","","104 032","10307","",0,"","1","","","17V1.1",0,220.205052993,2257.80583832
14555,"01060000203E910100010000000103000000010000000500000080F5B91A9D3B2E41001E38673AE80941002C6519393B2E41007081046EE5094100A7E8C80D3B2E4100EA2631CEE5094180703DCA713B2E41002A3A929AE8094180F5B91A9D3B2E41001E38673AE80941","MN",894,59,106,"80","1003","02",4,10016,"E021",17,14,5300,"1","06","2B","140 EAST 39 STREET","R8B","","","","","","","","","","N","Z4","08",0,"X","REPUBLIQUE DE GUINEE",2469,5534,4000,1534,4000,0,0,0,0,0,"2",1,4,1,2,25,98.75,25,39,"E","3","N","5","2",1012500,1673550,1012500,1673550,1915,1983,0,"","",2.24,4,0,4,1,1008940059,0,"0080",990634,212192,"8d","","104 032","10307","",0,"","1","","","17V1.1",0,254.664837453,2540.45587036
15917,"01060000203E9101000100000001030000000100000005000000809999195F452E41004872F9F5CE0941003D9B15FC442E41000000002BCC094100A9A48E75442E4100029A0857CD09418005A392D8442E41006EA30122D00941809999195F452E41004872F9F5CE0941","MN",944,15,106,"78","7000","02",4,10016,"E021",17,13,5000,"1","06","2B","325 EAST 38 STREET","C1-9","","","","","","","","","","N","Z4","08",0,"X","GOVERNMENT/REPUBLICET",7406,44436,44436,0,44436,0,0,0,0,0,"2",1,5,0,1,75,98.75,75,99,"","3","N","5","2",1827000,4187250,1827000,4187250,1938,1985,0,"","",6,10,2,10,1,1009440015,0,"0078",991861,211396,"8d","","104 035","10309","",0,"","1","","","17V1.1",0,358.36153795,7868.20776129
16075,"01060000203E91010001000000010300000001000000060000008072685190482E4100EC51B8ABF709418058A83516492E41003C4ED17FF6094180C11726AE482E4100A0F83191F3094100530563D3472E4100441CEB73F509410010E9373C482E410074931868F809418072685190482E4100EC51B8ABF70941","MN",1336,5,106,"88","5000","02",4,10017,"E021",17,13,5000,"1","06","2B","305 EAST 43 STREET","C5-2","R10","","","","","","","","","Y","Z4","08",0,"X","GOVERNMENT MALAYSIA",12500,55455,55455,0,55455,0,0,0,0,0,"2",4,5,0,2,125,100,75,100,"","3","N","5","2",2250000,8981100,2250000,8981100,1950,1994,0,"","",4.44,10,10,10,1,1013360005,0,"0088",992314,212671,"8d","","104 036","10506","",0,"","1","","","17V1.1",0,465.212916124,13452.0936262
16308,"01060000203E9101000100000001030000000100000005000000004B59862F512E4100CAC3429D150A4100B6843C00512E4100BE529643140A41802E6E234F502E410014D044C9150A41809F1AEF7E502E41000CB5A626170A41004B59862F512E4100CAC3429D150A41","MN",1341,28,106,"90","4000","02",4,10017,"L002",17,13,5000,"1","06","3A","871 1 AVENUE","C5-2","","","","","","","","","","N","Z4","08",0,"X","UNITED NATIONS PLZ TO",5000,107000,107000,0,107000,0,0,0,0,0,"2",1,23,0,1,50,100,50,90,"","0","N","5","2",2308500,19271700,2308500,19271700,1990,1997,0,"","",21.4,10,10,10,1,1013410028,0,"0090",993375,213686,"8d","","104 053","10506","",1013410028,"01/04/1991","1","","","17V1.1",0,301.166432194,5004.5490725
17539,"01060000203E910100010000000103000000010000000500000080D100DEB64B2E4100F0A7C6D9ED0941803A010D9C4B2E4100B20C711AED0941806DC5FE104B2E41008251494DEE0941800512142C4B2E4100787AA510EF094180D100DEB64B2E4100F0A7C6D9ED0941","MN",1336,23,106,"88","5000","02",4,10017,"E021",17,13,5000,"1","06","2B","763 1 AVENUE","C5-2","","","","","","U","","","","N","Z4","08",0,"P","CONSULATE GENERAL/THE",1874,10688,10688,0,10688,0,0,0,0,0,"2",1,6,0,1,25.42,73.75,25,68,"","2","N","3","2",495000,1141200,495000,1141200,1928,2003,0,"","",5.7,10,10,10,1,1013360023,0,"0088",992689,212418,"8d","","104 036","10506","",0,"","1","","","17V1.1",0,214.281441821,2198.99180842
19588,"01060000203E910100010000000103000000010000000800000000D044982F4D2E4100A44E4094C80A4180C420B0D64C2E410090A0F810C60A4180D100DEE94C2E410070F085E6C50A410085EB51DF4C2E41007C3F359AC50A410054E3E5AA4C2E4100ECC0390EC60A41003A924B9C4C2E410096438B2EC60A41000000C0FF4C2E4100780B24FEC80A4100D044982F4D2E4100A44E4094C80A41","MN",1381,66,108,"122","3000","02",4,10065,"E039",19,13,4100,"1","08","1A","6 EAST 67 STREET","R8B","","","","","","","","","LH-1A","N","Z4","08",0,"P","SLOVAK REPUBLIC",2823,12284,12284,0,12284,0,0,0,0,0,"2",1,5,0,1,27,100.42,27,68,"E","3","Y","5","2",2349000,3966300,2349000,3966300,1923,0,0,"Upper East Side Historic District","",4.35,4,0,4,1,1013810066,0,"0122",992882,219370,"8c","","106E041","10508","",0,"","1","","","17V1.1",0,282.159452633,2929.48019163
20047,"01060000203E9101000100000001030000000100000006000000805BB13F764A2E4100BA6B0951B80A4180CF6655CE4A2E4100FED4788DB70A41003A234A6A4A2E4100605452BBB40A4100772D21F7492E41002497FFBAB50A4180EA73355A4A2E4100168C4A8FB80A41805BB13F764A2E4100BA6B0951B80A41","MN",1379,5,108,"122","3002","02",4,10065,"E039",19,13,4100,"1","08","1A","3 EAST 64 STREET","R8B","R10","","","","","PI","","","LH-1A","Y","Z4","08",0,"X","REPUBLIC OF INDIA",6527,26505,21205,5300,21205,0,0,0,0,0,"2",1,5,1,1,65,100.42,65,82.5,"","0","N","5","2",3379500,5634900,3379500,5634900,1910,0,0,"Upper East Side Historic District","",4.06,4,0,4,1,1013790005,0,"0122",992561,218836,"8c","","106E041","10508","",0,"","1","","","17V1.1",0,338.667551495,6824.83178573
21062,"01060000203E910100010000000103000000010000000500000080621058EA562E410092CB7F4FCB0A4180F7E4E186562E4100C8073D7CC80A4180EE5AC263562E410028A089C9C80A4100C7BA38C7562E4100A835CD9CCB0A4180621058EA562E410092CB7F4FCB0A41","MN",1404,7,108,"120","4001","02",4,10021,"E039",19,13,4100,"1","08","1A","111 EAST 69 STREET","R8B","","","","","","","","","LH-1A","N","Z4","08",0,"P","REPUBLIC OF MALI",2008,7484,7484,0,0,0,0,0,0,7484,"2",1,5,2,2,20,100.42,20,62,"E","3","N","5","2",873000,1453050,873000,1453050,1910,0,0,"Upper East Side Historic District","",3.73,4,0,4,1,1014040007,0,"0120",994131,219457,"8c","","106E048","10509","",0,"","1","","","17V1.1",0,246.45444119,2068.21829994
22744,"01060000203E9101000100000001030000000100000006000000809621CEA5392E41004A0C02C2F5094180C5FEF242392E4100280F0BF9F209418058A83537392E4100C4B12E13F30941009D11A51F392E41007A58A847F3094180DB688082392E4100C0EC9E10F60941809621CEA5392E41004A0C02C2F50941","MN",895,84,106,"80","2002","02",4,10016,"E021",17,14,5300,"1","05","2B","112 EAST 40 STREET","C5-2.5","","","","","","MID","","","","N","Z4","08",0,"X","GOVERNMENT REPUBLICTO",1975,4584,4584,0,4584,0,0,0,0,0,"2",1,4,1,12,20,98.75,20,50,"E","3","N","5","1",814500,1237500,814500,1237500,1920,1964,0,"","",2.32,10,12,12,1,1008950084,0,"0080",990385,212624,"8d","","104 032","10307","",0,"","1","","","17V1.1",0,244.225429255,2058.87343546
22960,"01060000203E910100010000000103000000010000000500000000FCA9311E3B2E41002E6EA3813A0A4100A69BC4BC3A2E410028ED0DC4370A4180C2F5A8823A2E410098DD9344380A41001AC01BE43A2E41005CFE43023B0A4100FCA9311E3B2E41002E6EA3813A0A41","MN",1283,14,105,"94","1002","02",4,10017,"L004",18,13,4800,"1","05","2B","19 EAST 47 STREET","C5-3","","","","","","MID","","","","N","Z4","08",0,"X","REPUBLIC OF GHANA",3350,38379,38379,0,38379,0,0,0,0,0,"2",1,14,0,2,33.5,100.42,34,92,"","3","N","5","2",1881000,4850100,1881000,4850100,1930,0,0,"","",11.46,10,15,15,1,1012830014,0,"0094",990568,214828,"8d","","104 047","10503","",0,"","1","","","17V1.1",0,267.05099377,3330.67586578
23940,"01060000203E9101000100000001030000000100000005000000008A1FA3CF4A2E4100CE88D20CFC094100FED4B8664A2E4100C05B2015F90941803BDFCF084A2E4100825149E3F90941806FF005724A2E4100164850DDFC0941008A1FA3CF4A2E4100CE88D20CFC0941","MN",1337,13,106,"90","1002","02",4,10017,"E021",17,13,5000,"1","06","2B","319 EAST 44 STREET","C5-2","","","","","","","","","","N","Z4","08",0,"P","STATE OF KUWAIT",5021,54806,40178,14628,37668,0,2510,0,0,0,"2",1,15,3,5,50,100.42,42,98,"","2","N","5","2",1975500,6852600,1975500,6852600,1984,0,0,"","",10.92,10,10,10,1,1013370013,0,"0090",992566,212831,"8d","","104 036","10506","",0,"","1","","","17V1.1",0,324.437059177,5820.13726921
25757,"01060000203E910100010000000103000000010000000500000000BB270F8E4D2E410006A39262080A4100DDB504294D2E41009CA22395050A4180416025D14C2E4100B8AF0358060A410057EC2F364D2E4100FC187325090A4100BB270F8E4D2E410006A39262080A41","MN",1339,17,106,"90","3001","02",4,10017,"L002",17,13,5000,"1","06","3A","335 EAST 46 STREET","C1-9","","","","","","","","","","N","Z4","08",0,"X","REPUBLIC OF VENEZUELA",5021,25470,25470,0,25470,0,0,0,0,0,"2",1,6,0,1,50,100.42,50,100,"","3","N","5","2",1381500,2391300,1381500,2391300,1966,0,0,"","",5.07,10,2,10,1,1013390017,0,"0090",992919,213227,"8d","","104 053","10506","",0,"","1","","","17V1.1",0,306.335294703,5170.81281232
26070,"01060000203E91010001000000010300000001000000050000008072F9CFA24D2E410096218EE9C30A41809465883E4D2E4100B6F3FD13C10A418013D044F44C2E410042CF66B8C10A410083C08A584D2E41001E85EB8DC40A418072F9CFA24D2E410096218EE9C30A41","MN",1381,11,108,"122","3000","02",4,10065,"E039",19,13,4100,"1","08","1A","15 EAST 66 STREET","R8B","","","","","","","","","LH-1A","N","Z4","08",0,"X","REPUB OF PHILIPPINES",4117,18735,18735,0,18735,0,0,0,0,0,"2",1,6,0,1,41,100.42,41,80,"E","0","N","5","2",3177000,5502600,3177000,5502600,1916,1998,0,"Upper East Side Historic District","",4.55,4,0,4,1,1013810011,0,"0122",992933,219226,"8c","","106E041","10508","",0,"","1","","","17V1.1",0,292.137868687,4398.00252063
26484,"01060000203E910100010000000103000000010000000600000000C139E3413E2E4100BA6B0960C10941004C3709283E2E410004780BA5C00941808026C20D3E2E4100B437F8E6BF0941805374E4EA3D2E4100B0726834C009418001BC051F3E2E4100FED478ADC1094100C139E3413E2E4100BA6B0960C10941","MN",916,29,106,"78","3000","02",4,10016,"L007",17,13,5000,"1","06","2B","249 EAST 35 STREET","R9","","","","C2-5","","","","","","N","Z4","08",0,"X","GOV'T OF MOLTA",963,3051,3051,0,3051,0,0,0,0,0,"2",1,4,0,1,19.5,49.33,19.5,36,"E","3","N","5","2",196650,390150,196650,390150,1920,1989,0,"","",3.17,7.52,0,10,1,1009160029,0,"0078",990987,210969,"8d","","104 022","10308","",0,"","1","","","17V1.1",0,147.59991421,1073.95901669
26816,"01060000203E91010001000000010300000001000000050000000070CE48A0382E410024B9FC29310A41002731883A382E41007EAEB6502E0A41005EBA890F382E41001C9E5EB02E0A410003094A75382E4100C2A8A489310A410070CE48A0382E410024B9FC29310A41","MN",1281,64,105,"94","1006","02",4,10017,"L004",18,13,4800,"1","05","2B","10 EAST 46 STREET","C5-2.5","","","","","","MID","","","","N","Z4","08",0,"X","REPUBLIC OF COLUMBIA",2445,11738,11738,0,11738,0,0,0,0,0,"2",1,6,0,1,24.33,100.42,24,100,"E","3","N","5","2",765000,2033100,765000,2033100,1920,1988,0,"","",4.8,10,12,12,1,1012810064,0,"0094",990251,214525,"8d","","104 042","10503","",0,"","1","","","17V1.1",0,257.988105592,2567.99980644
26945,"01060000203E910100010000000103000000010000000500000000F46C96C0542E4100302AA9A91D0A4180B5157B5A542E4100666666CF1A0A410094870536542E4100865AD31F1B0A4180D2DE209C542E4100984C15FA1D0A4100F46C96C0542E4100302AA9A91D0A41","MN",1362,7,106,"86.03","4002","02",4,10022,"L002",17,13,5000,"1","06","3A","417 EAST 50 STREET","R8B","","","","","","","","","","N","Z4","08",0,"X","REPUBLIC OF THE NIGER",1950,3275,3275,0,3275,0,0,0,0,0,"2",1,4,1,2,19.42,100.42,19.42,45,"","0","N","5","5",558000,911700,558000,911700,1920,0,0,"","",1.68,4,0,4,1,1013620007,0,"008603",993853,213900,"8d","","104 055","10507","",0,"","1","","","17V1.1",0,250.814259043,2177.28146906
27111,"01060000203E910100010000000103000000010000000600000000F775A0774D2E410012A5BD161B0A4180C42030F94D2E41009EEFA7F9190A41002DB29D994D2E41002631083F170A4180DB6880EC4C2E41007A14AEC0180A41002AA9934B4D2E41009ECDAA771B0A4100F775A0774D2E410012A5BD161B0A41","MN",1341,6,106,"90","4000","02",4,10017,"L002",17,13,5000,"1","06","3A","309 EAST 48 STREET","C1-9","","","","","","","","","","N","Z4","08",0,"X","GOVERNMENT SOCIALSTET",10042,139000,124000,15000,124000,0,0,0,0,0,"2",1,24,1,3,100,100.42,98,100,"","2","N","5","2",3807000,23519250,3807000,23519250,1984,0,0,"","",13.84,10,2,10,1,1013410006,0,"0090",992953,213803,"8d","","104 053","10506","",0,"","1","","","17V1.1",0,396.725033503,9836.76446957
27579,"01060000203E910100010000000103000000010000000600000080AEB6227E4B2E410022FDF6B8B90A41809FABED194B2E41009C33A2E5B60A4180CC5DCB0B4B2E4100DC460305B70A4180CF6655CE4A2E4100FED4788DB70A41807D1D78324B2E4100A8E84860BA0A4180AEB6227E4B2E410022FDF6B8B90A41","MN",1379,64,108,"122","3002","02",4,10065,"E039",19,13,4100,"1","08","1A","8 EAST 65 STREET","R8B","","","","","","","","","LH-1A","N","Z4","08",0,"X","REPUBLIC OF PAKISTAN",4318,20127,20127,0,20127,0,0,0,0,0,"2",1,6,1,3,43,100.42,43,100,"","3","N","5","2",3370500,5689800,3370500,5689800,1917,0,0,"Upper East Side Historic District","",4.66,4,0,4,1,1013790064,0,"0122",992659,218900,"8c","","106E041","10508","",0,"","1","","","17V1.1",0,293.126365726,4467.06713022
